"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-html-content-inner-div","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2","ipc-btn__text"
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2644867/?ref_=tturv_11","A Nutshell Review: The Dark Knight Rises","There are plenty of elements that made this film work, so I suppose we can tick them off one by one. For starters, the continuation on the focus of Bruce Wayne's story, which has made it all tick. This version of Bruce Wayne and Alfred become the familiar characters we're accustomed with since 2005, and the film invests heavily on the emotional bonding between the two, which deals back to the theme about fear that rears its ugly head again, and how a father figure cannot stand idly by to watch the one he brought up recklessly charge into battle after a long hiatus, and hoping for a life of normalcy with the mantle of the bat given up. Michael Caine may have a shorter screen time than before, but no less powerful.When Sam Raimi had to put the popular and powerful Venom into Spider-man 3 pretty much against his wishes, we all knew how that turned out to be, effectively killing off the franchise until the decision to reboot it. There may be some similar fears with the introduction of a fairly contemporary villain in Bane, but the story gave him more purpose and meaning, and Tom Hardy was excellent par none in this role as the compete villain - with plenty of brawn, merciless, masterful, and with a plan any terrorist would be proud of. If the Scarecrow meant to induce fear, and the Joker to create chaos, Bane is carnage incarnate. Tom Hardy, even being the requisite mask, is fearful, and while the designs of his plan may dwarf the Joker's in complexity, it sure rivaled his in terms of delivery, and execution. Anyone in his path gets shoved aside with deadly consequences, and anyone alive is only because there is of further use. No hesitation, and no compromise.And Nolan continues with the introduction of a lot more villains big and small, behind a mask or otherwise, in his Bat films than anyone would credit him for, especially when having those whose lines are blurred, or corrupt to the core and hiding behind social status and fortune. This in turn provides for another arc that boils underneath the main narrative, where the rich and powerful continue to enjoy their successes at the expense of the have-nots, and the Occupy Movement in a way being a very real parallel to the proceedings on screen. While the mobsters were clearly at the top of the food chain in the earlier Nolan films, this one shifted focus to politicians and the elite community, with their fair share of scandals and corporate greed.While Bane was to the point, Selina Kyle played by Anne Hathaway, is both sensual and a force to be reckoned with herself, being like how she's best portrayed, on the fence. There's a bit of Frank Miller's Year One in this one given the presence of Juno Temple's Holly, and the back to basics as a jewel thief, compared to the mousy secretary in Tim Burton's Batman Returns with Michelle Pfeiffer defining the role, and the garbage that was Halle Berry's. Anne Hathaway nailed this one with what would be a truly memorable outing, and as if a homage of sorts to Burton's second Batman film, that the repartee between Bruce Wayne and Selina Kyle at a party became one of the highlights here, as does her thievery and combat ability. She may lack her whip, but more than makes up for it with her steel stiletto heels, and the very sensual and sleekly designed feline moves that you'd wonder how they got delivered while wrapped under that skin tight suit.And not only is the technology put on screen fictionally impressive, the technical aspects behind the scenes also worked wonders, chalking up serious mileage in having more than an hour's worth of footage shot on the IMAX format. Wally Pfister's cinematography continues to impress with that staying consistent to the gritty look and feel developed for all the Bat films to date, before his departure into a film director's role for his next project. Hans Zimmer also probably developed the best score for Nolan's Bat films, and I dare say without which this film would be less stellar, with the score playing a huge role in adding plenty of character and emotion to the film, lifting it up with excitement during the many set action pieces, with recognizable themes assigned to major players, heightening dangers, and providing a boost to the many feelings in this one heck of an action-adventure. With how things developed at the end, and what I felt was initial horror of sorts with Batman out in broad daylight, secret identity being porous and all, this film ended in what would be the best way possible - with possibilities, and a twinkle of an eye, Inception style with a did it, or did it not. Twists, turns, surprises and sleight of hand, making it a clear favourite as one of the best this year. Do yourself a favour and watch it in the IMAX format, just as it was intended.Because you have just got to believe in Christopher Nolan, and the kind of films he has so far delivered. Take a bow, bat-crew, for a trilogy that has now set the bar for any comic book film, and especially any other follow Batman movie, reboot or otherwise, to live up to.","Helpful","•","293","246","DICK STEEL","https://www.imdb.com/user/ur0317399/?ref_=tturv_usr_11_t","Jul 19, 2012","https://www.imdb.com/title/tt1345836/review/rw2644867/?ref_=tturv_perm_11",""
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2649670/?ref_=tturv_12","The god-awful third part of a good trilogy.","","Helpful","•","301","234","promin1792","https://www.imdb.com/user/ur35316495/?ref_=tturv_usr_12_t","Jul 26, 2012","https://www.imdb.com/title/tt1345836/review/rw2649670/?ref_=tturv_perm_12","Spoiler"
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2647172/?ref_=tturv_13","The Dark Knight rises quite high, Nolan's destiny has been fulfilled.","The Batman series by Christopher Nolan was and is probably one of the best superhero series ever. In an industry where very few sequels have been that good, The Dark Knight, I believe was designed by Christopher Nolan to be head and shoulders above Batman Begins; and it was. The Dark Knight surpassed Batman Begins, end of story. Now that you have accomplished what very few have managed, how do you surpass this one. A daunting and mountainous task indeed. Only now, Nolan wasn't even trying to surpass it. He was merely trying to present a movie that would build on its predecessor.The movie is set 8 years after the Joker incident so that anything related to the Joker need not be shown (RIP Heath Ledger). Nolan presents us a completely different Gotham. A different take on it. And how 8 years can change people. How the harvey dent and joker incident can affect people and batman himself. In a time of peace, it is quite easy to plan and attack even an entire city. Everything is taken into concern. And it all adds up to one seemingly invincible villain. The logic is never lost at any point of time. The screenplay is penned to allow the impact of what has happened to Gotham and its people in ""The Dark Knight"" and what could happen if something goes wrong now.All things said, if you are expecting something better than The Dark Knight, you are mistaken. This was never going to compete or surpass that. This is a very good movie in its own right. As for the series, there cannot be a better conclusion and I really hope nobody else continues this series if Nolan decides not to.TDKR needs to be appreciated for staying true to its roots and still giving us something good, exhilarating and unexpected.","Helpful","•","290","229","citizen_8","https://www.imdb.com/user/ur11540725/?ref_=tturv_usr_13_t","Jul 22, 2012","https://www.imdb.com/title/tt1345836/review/rw2647172/?ref_=tturv_perm_13",""
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2647245/?ref_=tturv_14","A bitter disappointment and awful ending to a brilliant trilogy.","","Helpful","•","278","215","IMDbUser93","https://www.imdb.com/user/ur34847731/?ref_=tturv_usr_14_t","Jul 22, 2012","https://www.imdb.com/title/tt1345836/review/rw2647245/?ref_=tturv_perm_14","Spoiler"
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2651360/?ref_=tturv_15","General movie watchers opinion","","Helpful","•","263","196","waynoenterprises","https://www.imdb.com/user/ur35388620/?ref_=tturv_usr_15_t","Jul 29, 2012","https://www.imdb.com/title/tt1345836/review/rw2651360/?ref_=tturv_perm_15","Spoiler"
"9","/10","https://www.imdb.com/title/tt1345836/review/rw2729565/?ref_=tturv_16","A wonderful conclusion to a wonderful trilogy.","After eight years in seclusion, Batman resurfaces to face Bane, a mastermind bent on destroying Gotham and has ties to Bruce Wayne's past. Christopher Nolan's conclusion to his Dark Knight trilogy should be treated as a wrap up rather than a third installment. Despite many new characters being introduced, even their conflicts and motives are derived from events that occurred in the previous two films. Such an approach could be seen as a weakness, since the conflict could just end up being sort of a rematch rather than moving the story forward; however, Nolan's approach works terrificly. Over an hour is shot in stunning IMAX, but the film is more touching than it is intense and that's its best quality. Hardy steps in as the genius mercenary Bane, who is slightly bigger, slightly stronger and slightly smarter than Batman, thus making him a challenge best suited for the grand finale. The Joker works best as Batman's arch-nemesis since they are polar opposites, with The Joker standing for everything Batman stands against. Two-Face works best as Batman's most tragic enemy because Harvey Dent is very much like Bruce Wayne the only difference is: Dent copes with his tragedy through revenge rather than seeking justice as Wayne did. Bane works best as Batman's most challenging villain because of his physical and mental superiority—forget the Bane you saw in ""BATMAN & ROBIN"". Nolan carefully chose all his villains in the series wisely and executed them perfectly. Hardy had big shoes to fill following Ledger's posthumous Oscar winning performance; while Bane is no Joker, Hardy does a satisfying job and should not be compared to Ledger's performance as they are completely different roles. It is Michael Caine, however, that delivers the most memorable and touching performance of the entire film. A wonderful conclusion to a wonderful trilogy.**** (out of four)","Helpful","•","310","73","Geeky Randy","https://www.imdb.com/user/ur0756238/?ref_=tturv_usr_16_t","Jan 1, 2013","https://www.imdb.com/title/tt1345836/review/rw2729565/?ref_=tturv_perm_16",""
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2657444/?ref_=tturv_17","Batman was not present much.","","Helpful","•","217","157","m_syrus","https://www.imdb.com/user/ur23978715/?ref_=tturv_usr_17_t","Aug 11, 2012","https://www.imdb.com/title/tt1345836/review/rw2657444/?ref_=tturv_perm_17","Spoiler"
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2657948/?ref_=tturv_18","Rip-off of Bond film 'The world is Enough'.come out of Mass hysteria of hype","","Helpful","•","172","125","charan-tej56","https://www.imdb.com/user/ur35677951/?ref_=tturv_usr_18_t","Aug 12, 2012","https://www.imdb.com/title/tt1345836/review/rw2657948/?ref_=tturv_perm_18","Spoiler"
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2701250/?ref_=tturv_19","The Dark Knight doesn't Rise, he Sinks Like A Stone.","","Helpful","•","168","125","z-a-pliskin","https://www.imdb.com/user/ur37612130/?ref_=tturv_usr_19_t","Nov 8, 2012","https://www.imdb.com/title/tt1345836/review/rw2701250/?ref_=tturv_perm_19","Spoiler"
"7","/10","https://www.imdb.com/title/tt1345836/review/rw2646398/?ref_=tturv_20","Okay, but major holes in the execution","Let me start by saying, that I am an avid Nolan admirer. Up until now I haven't seen a bad Nolan film. All of his movies would be in my top movies list if I had one, I consider him a genius. After seeing the final act of his Batman I have started to reconsider.The movie was filled with moments where I found myself thinking ""This is not believable"" and after the first hour I asked myself ""Is this it?"". Gladly after the first hour things did become more meaningful. The ""fall"" of the dark knight was awesome, Bane was a tough guy and the Batman did suffer. It was great. Even Anne Hathaway came trough crushing all my negative preconceptions. Other than that, the movie certainly didn't deliver.In the end they ruined Banes character. Batman's training in this film was far from believable. There were lot of little stories and story structures going on, which didn't work when added together. I mean they worked but comparing to the previous films of Nolan they certainly did not deliver. In many scenes I thought ""This is something that just could not happen"", the things in this film just didn't work. And I don't mean Batman doing his stunts, of course they are unrealistic, I mean all the little things that left me bothered.On the other hand when it comes to Batman's stunts there were little, the end conclusion left me thinking ""was this the great finale of BATMAN?"". Isn't Batman supposed to do something cooler than fly a plane or ride a motorcycle? Isn't Batman supposed to be an acrobat who beats everyone in a cool, cunning and mysterious ways? Here he was the operator of an army plane. In the previous films he was Batman, in this film he doesn't really come off as Batman. His only a random commando wearing a Batman suit. This is something I could not forgive Nolan for.If the scenes we're actually believable I would've propably considered forgiving him this error, but these two errors together are just too much for me to say this is an impressive movie. You might be able to go as far to say this is good, but it is not impressive. This is a shame, because the guy who did this has done nothing but impressive movies. For some other director this movie could be a good stepping stone for something better, an acceptable movie that did have its moments, but for Nolan it is an utter failure. There we're times in this movie when he got me and I was impressed. The movie did in certain scenes raise my emotion and hit me where it should've, but as a whole taking into account all the bad things it cannot be regarded as a movie above others.I was let down with this movie. With all of his previous movies that I have seen in the theathre I have gone in with enormous expectations, like the kind of hyped mind you should never walk in with and every single time I have walked out with my expectations blown away by the grandness of what I have just seen. This time I walked in with the same expectations and came out disappointed. The only question in my mind being ""How was he able to not see these flaws in this movie, I thought he was a genius who could not fail"".","Helpful","•","139","134","raimorio","https://www.imdb.com/user/ur16837654/?ref_=tturv_usr_20_t","Jul 21, 2012","https://www.imdb.com/title/tt1345836/review/rw2646398/?ref_=tturv_perm_20",""
"9","/10","https://www.imdb.com/title/tt1345836/review/rw2806522/?ref_=tturv_21","Epic","The Dark Knight Rises was a perfect sequel to a masterpiece. Christopher Nolan took a different direction and focused more on Bruce Wayne/Batman. This movie is filled with lots of emotions. It has such great characters and of course the dialogs is so good. The performances are incredible. It was my most anticipated movie of the century. The more I watch it, The more epic it gets. Personally, I think The Dark Knight Trilogy is the greatest Trilogy of all time and this movie gives the greatest ending of all time in the movie history. I remember seeing it thrice and the more I watched It the more respect it earns. Thank you Christopher Nolan, You Sir Are A Master.","Helpful","•","206","66","CaptKeshav","https://www.imdb.com/user/ur42278688/?ref_=tturv_usr_21_t","Jun 2, 2013","https://www.imdb.com/title/tt1345836/review/rw2806522/?ref_=tturv_perm_21",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2645347/?ref_=tturv_22","The Grand Experience","","Helpful","•","140","122","billygoat1071","https://www.imdb.com/user/ur25517909/?ref_=tturv_usr_22_t","Jul 20, 2012","https://www.imdb.com/title/tt1345836/review/rw2645347/?ref_=tturv_perm_22","Spoiler"
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2656506/?ref_=tturv_23","Terrible movie!","","Helpful","•","147","111","rodrigoazure","https://www.imdb.com/user/ur32782028/?ref_=tturv_usr_23_t","Aug 9, 2012","https://www.imdb.com/title/tt1345836/review/rw2656506/?ref_=tturv_perm_23","Spoiler"
"1","/10","https://www.imdb.com/title/tt1345836/review/rw2645015/?ref_=tturv_24","Pretentious,Over-Hyped, Just Bad","First off I wanna say I was a fan of the previous batman movies but this, this movie is a disgrace to Batman. The whole movie felt so awkward and too long. Way too long. At least it felt that way. The addition of Catwoman was incredibly dumb. I know they need a new love interest but c'mon. Bane could of been displayed as much more intelligent. At least they didn't make him a complete moron like in that Batman movie way back.Bane is supposed to be Batmans equal, his arch-nemesis. It is not the Joker as many people like to believe but it is Bane. Also this movie is incredibly pretentious. I really did not expect that from this movie. Anyways the movie is bad. Do yourself a favor and DON'T go see it right away. You will have to deal with the crowds of drooling idiots and get ripped off by the movie theater with their 15 dollar bag of popcorn and 12 dollar large drink. Wait for it to come out on DVD or netlix. You might just enjoy yourself a little more. And you can turn it off whenever you want and watch something else when it disappoints you.","Helpful","•","69","186","coppergreen90","https://www.imdb.com/user/ur35143070/?ref_=tturv_usr_24_t","Jul 19, 2012","https://www.imdb.com/title/tt1345836/review/rw2645015/?ref_=tturv_perm_24",""
