star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,review,main_review,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
9,/10,https://www.imdb.com/title/tt0372784/review/rw1097700/?ref_=tturv_139,One of the best batman movies ever,"Althrough Christian Bale might not have been the most preferred actor, batman fans wanted to see in the black suit, he suits the role quite authentically. Michael Caine and Morgan Freeman play one of the important parts guiding the young Bruce as he is in desperate need of knowledge and gadgets. The best part of Batman Begins is not surprisingly Liam Neeson, who is an awesome alter ego to the Wayne's Philosophy and perfectly casted for this role. (Academy Award is waiting...) Gary Oldman has come down to this: He's one the good guys - that's where the magic happens... Katie Holmes finally does what she can: Acting as the pure incarnation of the good defending the hopeless - and at long last she caught a character above 25 years of age, which fits her quite nicely. What makes Batman Begins one of the best batman movies ever is the excellent mixture of action, sticking to the comic books' stories and revealing the history of how Batman begins. Like how he discovered and built up his bat-cave or how he had access to all these amazing gadgets. Some funny quotes I can't detain: As an adaption of ""Excuse me, I got a city/country/world to save"" it is to be said: ""Excuse me, I got a city to destroy"". Though this is not said by one the two guys, responsible for comedy in the movie: Michael Caine and Morgan Freeman. Christian Bale is more or less funny as he tries to start living a life of two men - Bruce Wayne and Batman - and how he solves these problems. If you ever wanted to see a good batman movie - get this!",10,11,bestbets,https://www.imdb.com/user/ur5686811/?ref_=tturv_usr_139_t,"Jun 7, 2005",https://www.imdb.com/title/tt0372784/review/rw1097700/?ref_=tturv_perm_139,
1,/10,https://www.imdb.com/title/tt0372784/review/rw9055345/?ref_=tturv_140,Not Acceptable,"Okay so my friend tried to write a review saying OMG BATMAN!!!!!! But then she didn't get verified, like why do you do that to my girl girl bro. I want justice to be served. I want it NOW. Don't think I will just let this go because I WON'T. Give my friend all she wants for the rest of her life. NOW. Like she worked that hards on a review and then that. Like WHAT??? I'm sad, truely grieving. My friend deserves Justice. Excellent justice I tell. Excellent I Justice. I can't believe they would ever do this to my friend like I cry. I am so sad. I need justice, JUSTICE. My friend deserves better and you know it.",3,17,Eva_Bitch,https://www.imdb.com/user/ur165476346/?ref_=tturv_usr_140_t,"May 14, 2023",https://www.imdb.com/title/tt0372784/review/rw9055345/?ref_=tturv_perm_140,
1,/10,https://www.imdb.com/title/tt0372784/review/rw5604908/?ref_=tturv_141,Pretentious,"Interesting new take on Batman at the time-doesn't hold up now, though. It takes itself way to seriously and has created a generation of incels.",7,13,mbee-68480,https://www.imdb.com/user/ur115875798/?ref_=tturv_usr_141_t,"Apr 3, 2020",https://www.imdb.com/title/tt0372784/review/rw5604908/?ref_=tturv_perm_141,
1,/10,https://www.imdb.com/title/tt0372784/review/rw4552714/?ref_=tturv_142,If you missed this one then you can say you already saw it,"Because nothing exciting happens in This movie. The movie is dull, boring and dry. It was the start of the Dark Knight Trilogy that could be summed up in 3 minutes and not in 6 hours.",4,16,ThunderKing6,https://www.imdb.com/user/ur71305899/?ref_=tturv_usr_142_t,"Jan 1, 2019",https://www.imdb.com/title/tt0372784/review/rw4552714/?ref_=tturv_perm_142,
3,/10,https://www.imdb.com/title/tt0372784/review/rw2600340/?ref_=tturv_143,Batman Bores,,12,8,screenman,https://www.imdb.com/user/ur9227049/?ref_=tturv_usr_143_t,"Apr 22, 2012",https://www.imdb.com/title/tt0372784/review/rw2600340/?ref_=tturv_perm_143,Spoiler
3,/10,https://www.imdb.com/title/tt0372784/review/rw1937034/?ref_=tturv_144,But what three!,"While I enjoy Tim Burton ""Batman"" immensely, I cannot stand this one. What are the problems with ""Batman Begins""? Well, I can name at least three ones. But what three!Reality. How come they put Gotham City into the real world together with Rome and other true-to-life cities? It is simply laughable. In the Burton movie Gotham is such an amazing ethereal place that it just frees your mind. And here we have a dirty town next to New York or whatever.Background. In certain amounts the background is great. But when everything gets explained, stretched out, chewed and re-chewed with a detailed psychological analysis of the characters... it gets boring and nauseating. In ""Batman"" (1989) we had two psychos. They just clashed and the whole Gotham was a battlefield for the two maniacs who did not have to back themselves up with the loads of facts from their lives - they were too stylish for that paraphernalia and too insane. And what do we have here? Numerous flashbacks which are annoying. The main character's idiotic samurai-like training as if he were going to become a Jedi knight from ""Star Wars"" trilogy (and there is also that actor who performed in ""Star Wars: Episode 1""). Scrutinized explanation of the technology performed by Mr Morgan Freeman and of the way it can be purchased. Deep speeches delivered by the evil and good guys that resemble the notorious rubbish talks from ""Matrix: Reloaded"".Actors with profound performance. What the hell is wrong with the performance? It's too self-imposing. I feel as if these actors are going to burst from inside  their self-importance is simply overwhelming. I feel the need to shout at the TV-set: ""Come on guys! It's ""Batman"", not ""Born on the Forth of July""!"" Those serious talks and big serious faces resemble scenes from ""Godfather"". Fine, they are making a deep criminal saga out of a comics booklet. Just brilliant.That's enough to lower the mark to a 3-out-of-10 level. The conception has been ruined. It's no match for the ""Batman"" from the 1989. By the way, I tried to watch this movie twice. For me to watch it from top to toe was unbearable.My verdict: unwatchable for the most part of its running time, but at least not completely tasteless and repellent (its major achievement). 3 out of 10. I would never bother commenting this one but it's on the top list while ""Batman"" (1989) is not. I cannot take this for granted. Thanks for attention.",12,8,AndreiPavlov,https://www.imdb.com/user/ur6694944/?ref_=tturv_usr_144_t,"Aug 28, 2008",https://www.imdb.com/title/tt0372784/review/rw1937034/?ref_=tturv_perm_144,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1264648/?ref_=tturv_145,this movie is an abomination,"this movie is horrible first of all it is suppose to be before batman 1 but in the first batman people weren't sure if he was real or a story in this horrible movie he is on the news lots of people see him and the police know of his presence hmmm maybe that ruins the story and the bat mobile if you say your a batman fan and you like the bat mobile in batman begins you should kill yourself because you are are an idiot you should no longer be able to watch batman movies and locked in a box put in a cave then a stick of dynamite should be thrown in and so on and so forth you get the point and if you don't you probably loved this movie for anyone who is about to watch this movie unless you liked Batman and Robin you should watch anything else it would be less painful to watch Dr.Phil for 48 hours straight than watch this piece of trash film if you liked the actor that played Bruce Wayne then watch Equilibrium that is an awesome movie that should be watched over and over again just like Batman, Batman Returns, and Batman forever those movies are classic now i heard that the director is remaking the whole series that would be a mistake if he does i believe that if this happens all batman fans should rise up as one and slay him but this is just my opinion but if yours is the opposite than you should check your self into a mental hospital because u are insane the only good part of this movie is the end i don't mean the end scene i mean when the credits role because then you could imagine that with a great cast like that you just watched an excellent movie and not a horrible waste of time and money",6,14,money_mike16,https://www.imdb.com/user/ur8869549/?ref_=tturv_usr_145_t,"Jan 13, 2006",https://www.imdb.com/title/tt0372784/review/rw1264648/?ref_=tturv_perm_145,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1237773/?ref_=tturv_146,It makes me hate life...,"I'm a huge Batman fan, I love the comic books, and the earlier movies are among my fave movies of all time. I had great expectations for this movie, but unfortunately...It was awful. For many reasons. First, how can you make a movie that preaches to be 'the origin story of Batman', and then re-write that origin? And why was everything brown? The choice for actors looked good, with Bale as a young Batman and Neeson as Ras al Ghul. However the movie is poorly written and very poorly directed. Batman acts very little like the true Dark Knight, and Bale did not translate his persona well at all. The villains were, in one word, pathetic shells of their former selves.The plot was garbage, and confusing garbage at that. And do I even have to mention the fight scenes? As far as I'm concerned, this movie should never have come into existence.",5,15,esteemedleader,https://www.imdb.com/user/ur7211789/?ref_=tturv_usr_146_t,"Dec 13, 2005",https://www.imdb.com/title/tt0372784/review/rw1237773/?ref_=tturv_perm_146,
10,/10,https://www.imdb.com/title/tt0372784/review/rw1207737/?ref_=tturv_147,A New Beginning For A Classic Hero,,16,4,jsterry,https://www.imdb.com/user/ur7762563/?ref_=tturv_usr_147_t,"Nov 2, 2005",https://www.imdb.com/title/tt0372784/review/rw1207737/?ref_=tturv_perm_147,Spoiler
1,/10,https://www.imdb.com/title/tt0372784/review/rw1197509/?ref_=tturv_148,Major disappointment due to extreme miscasting..,,7,13,KSprowl,https://www.imdb.com/user/ur4148902/?ref_=tturv_usr_148_t,"Oct 19, 2005",https://www.imdb.com/title/tt0372784/review/rw1197509/?ref_=tturv_perm_148,Spoiler
3,/10,https://www.imdb.com/title/tt0372784/review/rw1114166/?ref_=tturv_149,Promising new Batman film ruined by a fatal flaw,"Batman Begins is the latest film entry in the Warner Brothers Batman franchise that I've been looking forward to, even while my interest was marginally low as a Batman comic fan (I contemplated skipping the movie). I own Batman Black & White, Batman: A Death in the Family, et al and I enjoy reading the comics immensely for well-constructed stories. I thought Christopher Nolan's new vision of the rise of Bruce Wayne as a cleverly intelligent billionaire playboy and a valiant crime fighter would herald the beginning of a promising new Batman movie franchise after the abominable failure of Batman & Robin.After the screening, I had difficulty evaluating the quality of the film - flat-out mediocre, weakly fair or shockingly bad. I attribute my disappointing impression to the one fatal flaw that ruined the film for me, as far as the movie-going experience is concerned: editing.Batman Begins is the distant cousin to Armageddon. Editing is what totally ruined the movie experience for me when it kept visually pummeling the viewer who was trying to follow the story amidst bizarrely chaotic action, marginal character development and fairly impressive direction by Nolan.Don't get me wrong, Batman Begins is close to being a good quality movie on the surface level. It's good to be different that spurn the conventional norms to make a truly unique film. But the crime at the scene pointing to the fatal outcome is maddeningly pretentious MTV-lite editing style that killed my interest in what happens in the movie. Some of the action scenes are so chaotic it's confounding and difficult to follow coherently from scene to scene. I thought Edward Scissorhands was brought in to become O.D. on the combined in-take of cocaine, speed and caffeine in editing the film to shreds to render it barely watchable for those who rise above the general audience's attention span of a goldfish.Batman Begins starts differently pertaining to the development of the main protagonist Bruce Wayne. At this stage, I thought the movie is going in the right direction that stands to purge the bad memory of enduring Batman & Robin at a sold-out movie screening the opening night in June 1997. But as the film progress, the film editing takes precedence in how the visual style should look. It may represent the fast-paced action of the latest comic book series, but for me it gave me a migraine headache. And the film got too predictable. There are the plot points in which I correctly guessed to be divulged, although I liked the creatively constructed plot twists towards the ending. It's fair enough to develop the story to take in the wholly fresh new direction, but I didn't find it compelling because it's very clichéd.Christian Bale shines throughout the film in spite of the excessively self-indulgent editing. He's a damned good actor and he shows that he can carry the movie without bearing a burden on his shoulders. The supporting actors in the film are basically cardboard cutouts as fairly underdeveloped characters suffering the savage hands of the auteur hack editor Lee Smith with the approved oversight by Mr. Nolan. No emotional impact and attachment whatsoever. Katie Holmes is close to terrible as District Attorney Rachel Dawes in Batman Begins - courtesy of Dawson's Creek acting school. No chemistry whatsoever, either - so bland it makes William Shatner's interactive chemistry with Kirstie Alley in Star Trek II: The Wrath of Khan seem convincing. Furrowing your eyebrows and pretending to be too serious do not equal good acting. Katie Holmes's miscasting is one of the worst flaws that undermine the film besides rotten caffeine-induced editing. And the ending is so blatant in its opening a slot for a sequel that it felt tacky instead of subliminal.Batman Begins is a forgettable film typical of the summer blockbuster movie mentality. The only memorable sequence is Morgan Freeman & Christian Bale test-driving a pre-modified custom-built Thundertank...er, Batmobile and it was amusing to watch as it pokes fun of itself with a self-acknowledged wink of humor.Christopher Nolan did a fine job speculating on the legacy of Batman's beginning, but the editing basically destroyed the film so it registers a negative response from a jaded moviegoer like me. Christopher Nolan and his team of editors should watch Ingmar Bergman's Fanny & Alexander and The Seventh Seal for noble film art in slow-burn psychological character development intensity with slow-moving but precise editing and learn what can be artful while developing an otherwise overwhelmingly commercial film.Batman Begins is worth seeing in a dollar theater. Otherwise, it's a waste of hard-earned money for a brief, limp escapade of following Bruce Wayne's adventure and vendetta with lesser psychological and visceral impact than expected.** out of four",10,10,Michael Kenmore,https://www.imdb.com/user/ur0089164/?ref_=tturv_usr_149_t,"Jun 29, 2005",https://www.imdb.com/title/tt0372784/review/rw1114166/?ref_=tturv_perm_149,
10,/10,https://www.imdb.com/title/tt0372784/review/rw1105123/?ref_=tturv_150,Not since The Matrix...,"... has there been a film that is everything that you want it to be. With the Batman series so far, you have to give yourself over to the fantasy aspect, and cherish the performances of actors such as Nicholson in order to forget the more comic-book aspects of the films - and rightly so, before this. You could have questioned how a relatively 'straight' screenplay could possibly fare? In Batman Begins - BRILLIANTLY! Bale plays the straight and perversely charming Wayne, so much nearer to the TV series that introduced more of us to Batman than the comics. Cain plays his restrained loyalty perfectly, and Oldman plays his emancipated cop, empowered by his relationship with Batman, with a biting reality.It is, however, Bale's performance that stands out - a consummate actor and inspired casting, his character is believable, enigmatic, and complex - without being overly intense (a la Kilmer). Keaton has been knocked off the number one spot by a worthy winner in Bale.I don't know how it's done, but the directing of the actors enables Bale to gift us this character without competing with both huge stars and excellent character actors. Relying upon the films rather than the comics for my background in Batman, there are omissions of couple of fundamental story threads that I thought I would miss. Not so. Batman Begins has almost inexplicably succeeded in wiping the slate clean and starting again. It is this Batman that you care about, this Batman that you hope is delivered next time - intact, no actor changes, all supporting cast and film-makers in place, and please - no style changes! Tim Burton had his free rein in his second film and royally messed it up: dark does not need to be unwatchable. This is dark, at times scary and disturbing, superbly entertaining, and the filmmakers are in their element.Without knowing how the film would end, I spent the majority of the last third hoping the film wasn't about to draw to it's close. The lady on my left spent most of the film sitting forward on her seat and, apart from the laughing responses to well spaced jokes, a transfixed audience uttered not a sound.I made 4 phone calls on the way home just to rave about it - at 11 o'clock at night on a weekday, and for the first time in my life will be going back to the cinema to see a film again - Batman Begins.Bravo.",11,9,emmalogue,https://www.imdb.com/user/ur5866624/?ref_=tturv_usr_150_t,"Jun 17, 2005",https://www.imdb.com/title/tt0372784/review/rw1105123/?ref_=tturv_perm_150,
,,https://www.imdb.com/title/tt0372784/review/rw1838929/?ref_=tturv_151,Very Good,"Batman Begins (2005) *** 1/2 (out of 4) Hooray, I finally enjoyed a Batman movie. Everything wrong with the previous four films is corrected here and since this movie got everything right I can now forget the first four films and just hope future sequels contain the same level of darkness, character and story development. What I enjoyed most about this film was that the characters were so well written and the Bruce Wayne character was given just as much strength as his Batman ego. I wasn't sure what to expect from Christian Bale but I'm glad the director kept his darkness and didn't try to lighten him up as an actor. The supporting players were also very well acted with a cast to die for. Liam Neeson, Michael Caine and Morgan Freeman are serious actors and they helped bring some seriousness to this comic book tale. It was also great seeing Gary Oldman playing a good guy. I always love rooting for his villains so rooting for him as a good guy just added more charm to the film. The only real weakness I found with the film was the poison gas, which just never really grabbed me as anything too interesting.",13,6,Michael_Elliott,https://www.imdb.com/user/ur13134536/?ref_=tturv_usr_151_t,"Mar 13, 2008",https://www.imdb.com/title/tt0372784/review/rw1838929/?ref_=tturv_perm_151,
7,/10,https://www.imdb.com/title/tt0372784/review/rw1510785/?ref_=tturv_152,"Great Concepts, Poor Execution","I just learned that Memento, this film and The Prestige were all directed by Chris Nolan. I know, ""what, have I been living under a rock or something?"" Right, but, I really liked Memento, a lot. Now, I can see a lot of similarities directorially between the three films once I thought about it. It also occurs to me that one of the things a dislike so much about Batman Begins and The Prestige is that they have so much going for them and they fail to deliver. They both have great actors, good plots for the most part, very good atmosphere and pretty good story telling on some levels. Unfortunately, they all three rely to much on some type of gimmick. Memento was done before the clever twist was so overused which helped it a great deal. It was also done in a particularly clever fashion with the story telling mimicking an aspect of the protagonist's situation. Batman Begins, while it does not rely on one major plot twist, does rely on a series of gimmicks for its main story. Even though this is typical of comic book inspired stories, Nolan does not handle these elements very well and I found it very hard to suspend my disbelief. The same thing happened to me with The Prestige. I think Nolan likes stories that have mostly dark characters that do not have any of the typical redeeming qualities we are used to seeing in main characters in stories. He seems to like characters that allow their obsessions to overtake all the other aspects of their lives. I have to applaud him for being willing to take on these types of characters. However, I think he spends so much time on their dark side that is very difficult for audience members, or, at least for me, to invest any real interest in the outcome of their story. It worked in Memento because the character had a physical flaw that made it difficult for him to deal with his character flaws. In Batman Begins, as well as The Prestige it falls flat.Perhaps it is a sad commentary on the time we live in that these films get the high ratings they do. Maybe very few people are able to believe that there is actually good in most people even some that do bad things. We went from having clear cut heroes, to having the anti-hero, to just having different shades of villains all mixing it up with one or the other arbitrarily winning. I know, the Batman fans out there are saying ""but this is one chapter in a much larger story"". Even though I am a comic book fan I look to the film makers of this genre to make the films episodic for maximum entertainment value. This was very nicely done with the Spiderman series, by the way. On the other hand, Batman Begins doesn't make me sympathetic enough to the protagonist to really care one way or another how things turn out. Save the price of the DVD and go buy some of the comics, I am sure it will be a better experience.",8,11,bigbillyt,https://www.imdb.com/user/ur1247685/?ref_=tturv_usr_152_t,"Oct 31, 2006",https://www.imdb.com/title/tt0372784/review/rw1510785/?ref_=tturv_perm_152,
5,/10,https://www.imdb.com/title/tt0372784/review/rw1409672/?ref_=tturv_153,"To Me, this Batman Ends **1/2","I did not like this film as there is no comical relationship as we saw in the television shows.Tom Wilkinson gives a wonderful performance as a mobster. His Brooklyn accent is memorable.The beginning of the film was rather boring as we get into the story. Nonetheless, the tragic death of our hero's parents was vividly told.As the film progresses, there are some nicely done action sequences but the story is rather uneven. Bring back the old television show. Christian Bale does an adequate job as our crime crusader. While he did have this terrible tragedy in his life, the human element in his performance is missing.",6,13,edwagreen,https://www.imdb.com/user/ur2542703/?ref_=tturv_usr_153_t,"Jul 3, 2006",https://www.imdb.com/title/tt0372784/review/rw1409672/?ref_=tturv_perm_153,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1338682/?ref_=tturv_154,Only Comic Fans Should Read This,,5,14,XanderofAZ,https://www.imdb.com/user/ur1171270/?ref_=tturv_usr_154_t,"Apr 10, 2006",https://www.imdb.com/title/tt0372784/review/rw1338682/?ref_=tturv_perm_154,Spoiler
9,/10,https://www.imdb.com/title/tt0372784/review/rw1290960/?ref_=tturv_155,And i thought the Combination of Tim Burton and Michael Keaton was as good as its gonna get?,"I loved Batman and Batman Returns, Tim Burton's direction and Michael Keaton's Batman were really good, and seemed to be the best we were ever going to get.I'm glad to say that i was wrong, Christopher Nolan has taken the character of Batman to the very beginning, fleshing out the characters of both Bruce Wayne and Batman down to the finest details. Nolan's use of realism in the creating the Batman character makes him more believable than ever.Christian Bale quite simply personified the character of Bruce Wayne/Batman and actually puts everyone else's portrayal in the shadows. Bale is supported by a wonderful cast, including Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Morgan Freeman and more, but i found Cillian Murphy's performance as Dr. Jonathon Crane to be one of the finest in the movie.Overall Batman begins is an very honest, detailed and compelling adaptation of the Batman character, that is worthy of the recognition it has received. For Bat fans and movie lovers alike; this is a must see.9/10",15,4,mjw2305,https://www.imdb.com/user/ur3174947/?ref_=tturv_usr_155_t,"Feb 13, 2006",https://www.imdb.com/title/tt0372784/review/rw1290960/?ref_=tturv_perm_155,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1235003/?ref_=tturv_156,A dark movie but the true story.,,6,13,princess_pluton,https://www.imdb.com/user/ur4925875/?ref_=tturv_usr_156_t,"Dec 10, 2005",https://www.imdb.com/title/tt0372784/review/rw1235003/?ref_=tturv_perm_156,Spoiler
10,/10,https://www.imdb.com/title/tt0372784/review/rw1217473/?ref_=tturv_157,The bat is back***************,"All i can say is thank you Chris Nolan,,,I still think you will have to be a magician to beat Tim Burton's Batman film's but Nolan has is well on his way to becoming Houdini. This is a film that describe's Batman as he was in the comics and i think as Bob Kane imagined...So how has Nolan done it..Simple..i've seen the xtras on the Region 2 DVD and it appears that he didn't rush anything and really worked hard on this and recruited the best of the best in the movie making business,it's an extremely hard character to portray and a risky franchise as a director to do a good job as Joel Schumacher found out. He has had some good films like The Lost Boys etc but his take on the Batman was purely a joke and i think he had potentially ruined a huge money making franchise...But however it has been saved with Nolan's amazing take on Gotham and Christian Bale's Dark Knight which truly is an amazing likeness to the comics,,,This film has everything that we wanted and more because it has a beginning a middle and an amazing end which makes batfan's itching for more and a sequel which promises just that,,,it has an all star cast too,Morgan Freeman and doing an amazing job in succeeding the great Michael Gough's Alfred we have Michael Caine..The villain is the Scarecrow but in true Gotham Style there are more corrupt going's on in Gotham than good and who are they gonna call to clean it up..Simple.....THE BATMAN...This film has more gadget's and lifelike special effects than any other Batman Film so it's definitely one to watch..Thanks and i hope you enjoy it as much as i did..",15,4,keithlivingstone,https://www.imdb.com/user/ur8004948/?ref_=tturv_usr_157_t,"Nov 15, 2005",https://www.imdb.com/title/tt0372784/review/rw1217473/?ref_=tturv_perm_157,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1199264/?ref_=tturv_158,a total waste of time,I hated this movie! So slow I couldn't wait for it to end! When they weren't jabbering they were jabbering with subtitles before they jabbered some more! The effects sucked too and the whole thing was so forced to try to be so DARK and SERIOUS. The WWII serial was better! If there is a sequel I will not waste my time. the acting like it was phoned in except for Morgan Freeman. when he was on screen the whole thing finally picked up otherwise it just dragged along. What kind of a hero trying to save a city would cause so much outrageous destruction all the time? come on! the city would be broke every time this clown showed up to rescue anyone! And where was the actual plot? seemed awfully far-fetched to me. Did the Chinese government have something to do with the production? way too much emphasis on the oriental aspects of everything. And Gotham was shown as a toilet of a city. never anything at all worth saving.I found this film to be boring and not worth my time.,5,14,spud-55,https://www.imdb.com/user/ur5754732/?ref_=tturv_usr_158_t,"Oct 22, 2005",https://www.imdb.com/title/tt0372784/review/rw1199264/?ref_=tturv_perm_158,
1,/10,https://www.imdb.com/title/tt0372784/review/rw1146600/?ref_=tturv_159,i am crying tears of blood.,,6,13,sendtamalmail,https://www.imdb.com/user/ur6123251/?ref_=tturv_usr_159_t,"Aug 8, 2005",https://www.imdb.com/title/tt0372784/review/rw1146600/?ref_=tturv_perm_159,Spoiler
3,/10,https://www.imdb.com/title/tt0372784/review/rw1106889/?ref_=tturv_160,Didn't the Joker Kill Batman's Parents?,"Didn't the Joker Kill Batman's Parents? He says, ""hey kid, you ever dance with the devil by the pale moonlight?""What about Batman dropping the ""Joker"" into a pool of acid? What happened to that? And who was this childhood girlfriend of Batman? What happened to Vicky Vale.Oh, I almost forgot, why did Batman train (intensively) with a sword, and he never used a sword when he became Batman. In fact he never used any weapons. Lame rip-off movie. Lots of holes if you ask me.What happened to the Batmobile. Why did it become a stupid looking tank. It was cooler looking fifteen years ago (and so was the character of Batman).",4,15,zosher,https://www.imdb.com/user/ur5909837/?ref_=tturv_usr_160_t,"Jun 19, 2005",https://www.imdb.com/title/tt0372784/review/rw1106889/?ref_=tturv_perm_160,
3,/10,https://www.imdb.com/title/tt0372784/review/rw1106363/?ref_=tturv_161,Don't Believe The Hype,"They should have called this movie Ninja-man. Seriously...why is Batman in this flick? At best, this is Hollywood hackery with all the loose ends tied up in a tidy little convoluted package. It takes Batman - who is such an obvious fantasy hero living in a fantasy world - and tries to spread him over real life. The result is embarrassing to behold. Act I feels like a tasteless film noir riff on The Last Samauri. Act II is downright insulting - every single major player loses common sense to an almost surreal extinct. Act III is basically Die Hard IV: Die Batman Die. Now, this is coming from someone who loved, loved, loved MEMENTO and INSOMNIA, as well as Tim Burton's BATMAN and BATMAN RETURNS.As bad as BATMAN AND ROBIN was - at least it wasn't pretentious. The soundtrack sounds like it was cobbled together from various faceless, forgettable Action Movie Trailers. It is utterly soulless...but that matches Bruce Wayne's (non)character. Wayne is supposed to be clever - a scientist! Here, he comes off like a frat boy with a silver spoon in his mouth and a chip on his shoulder. Instead of appearing mysterious, he is inexplicable and unaccountable if not simply an utter dolt. Batman Begins exhibits a one-dimensional Bruce Wayne unconvincingly leading a double-life. At times, he borders on non-dimensional. I've got some advice for the producers of this film - re-title this thing The League of Shadows, cut out your half-baked ""Batman"" subplot, compose an actual score and you'd have just another Bad American Action Movie rather than a Pretentiously, Embarrassingly ""Serious"" Comic Book Bastardization. To be fair, this movie does have about 15 minutes of interesting material. I'm sure it makes for a great trailer. But the rest is Bat droppings. Sorry fans, I really wanted to dig this flick. I hate to rain on the parade of praise rolling in for this thing. I'm glad so many of you enjoyed this and I wish I could share in your enthusiasm. I'm just trying to warn readers like myself to lower their expectations.",7,12,tommyknockers-1,https://www.imdb.com/user/ur5630749/?ref_=tturv_usr_161_t,"Jun 18, 2005",https://www.imdb.com/title/tt0372784/review/rw1106363/?ref_=tturv_perm_161,
3,/10,https://www.imdb.com/title/tt0372784/review/rw1104547/?ref_=tturv_162,Batman Torment Begins,"Oh dear. A woefully poor screenplay spoils what could have been a great tale. Its derivative tripe. So much has been borrowed (and not given back) from recent trendy films, that some scenes actually feel like watching Star Wars, The Matrix, and Equilibrium, to name a few.What makes this worse is that the whole story is worked to a backdrop sentiment of 'the criminal justice system is the only way and although fighting crime is good we must work within the law and legal system'. My beef here is that its a story about a vigilante!! Why does Hollywood feel the need to ruin such a story by plastering it with political correctness. Are we scared to make a film where the viewer can work this out for himself? OK so this is not the only film to have been spoilt by over-wrapping in morale values but it was so blatant it scares me.Christian bale is the one saving grace about this film but even his acting is half-baked at times, delivering sentences as he didn't know what the meaning was. I do wonder why high calibre a-list actors are so congruent with delivering such empty stereotypical lines in the first place. I guess I could say that 'money talks' but the likes of Liam Nelson and Michael Cane must surely be offered more substantial scripts.Does anyone think that ninjas teach sword fighting with actual swords? (training in the style of 'I want to kill you with a samurai sword'). I was led to believe that ninja gurus were very wise. Perhaps they would opt for blunt sticks for maybe the first couple of lessons. Once Bruce had learnt these kung-fu skills, I thought we were going to be treated to cleverly choreographed ninja-style fighting on the streets of Gotham. Fans of the original TV Series (or even the comic book) will recall the many elaborate punch-ups. All we had was a bat head jump in and out of shot for a second together with a crunch sound or two (Whilst we're on special effect I should also mention there was also a fair bit of up and down on a rope type stunt work). But why learn the Kung-Fu? Maybe I was expecting too much of this type of film. Maybe fans of 'the bat' will like it. Maybe I should stop moaning. Its ironic however, that a film about 'controlled anger' left me with exactly that feeling during the film and writing this review.",6,13,smallfriex,https://www.imdb.com/user/ur4730414/?ref_=tturv_usr_162_t,"Jun 16, 2005",https://www.imdb.com/title/tt0372784/review/rw1104547/?ref_=tturv_perm_162,
10,/10,https://www.imdb.com/title/tt0372784/review/rw1102708/?ref_=tturv_163,Quite simply the best batman to date,"I have to say that after seeing it for the first time I was thrilled. After the second time i confirmed what i thought. this is without a doubt the best batman film ever made. whether you're a fan of the comics or not everyone should love this movie. Anyone who doesn't at least enjoy it somewhat can only be one of those types who always have to go against whatever is popular just for the joy of going against the majority. Bale is the closest Bruce and bats to the comics I've ever seen and i hope he stays on for all of the sequels in the new franchise. Micheal Caine actually turns Alfred from an old nanny to an important character with a lot to add to the story, and the film perfectly sets up why there are so many frigging villains running loose in Gotham, in fact it sets up three specific villains by the films end.I pleas and beg with everyone out there who thinks they're too grownup or cool or just not a comic person, give it a chance i bet you'll love it. We need to make sure this one does well or else as punishment they're gonna let Schumacher make another one with egghead and the evil cowboy from the Adam west show as the villains.",12,7,bdog1414,https://www.imdb.com/user/ur3843211/?ref_=tturv_usr_163_t,"Jun 14, 2005",https://www.imdb.com/title/tt0372784/review/rw1102708/?ref_=tturv_perm_163,
10,/10,https://www.imdb.com/title/tt0372784/review/rw1098826/?ref_=tturv_164,Excellent!,I was fortunate enough to be able to see an advanced screening of Batman Begins and it was more than worth the two hours that I had to wait in line to get in to it. Christopher Nolan brings the darkness and depth to Batman that the franchise so desperately needed. The film's characters and story lines all revolve around the concept of fear and Nolan makes it the perfect psychological element to this iconic superhero. Christian Bale is fantastic and even manages to hint at Michael Keaton while in the famous cowl. The rest of the cast is superb as well; Michael Caine is a riot and Cillian Murphy is perfect as the Scarecrow. Batman fans will not be disappointed and will want to see this installment again and again.,11,8,jessrs812,https://www.imdb.com/user/ur4241890/?ref_=tturv_usr_164_t,"Jun 8, 2005",https://www.imdb.com/title/tt0372784/review/rw1098826/?ref_=tturv_perm_164,
