star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,Reviews,main_review,helpful,not_helpful,ipc-link,ipc-link href,ipc-inline-list__item,ipc-link href 2,ipc-btn__text
10,/10,https://www.imdb.com/title/tt1375666/review/rw2282463/?ref_=tturv_525,Inception : Easily makes top 10 of best movies ever,"Its been a couple of hours since I watched this new movie by Christopher Nolan. After watching Memento,Batman Begins and Dark Knight, I was quite confident that this would be a memorable experience. Also the expectations were rising high and I knew that it got good reviews, still I was able to shut myself from all of them and see the movie fresh.I would rather say that I was blown away with the plot. Its something one has never imagined of. The whole movie was so exciting and blink-and-you-will-miss type that you will have to see it again or rethink it again and again to grasp the total plot, just like 'Memento'. I was always fond of Nolan's movie background sounds as it keeps you at the edge of your seat.Now comes the acting part. Caprio was excellent, well accompanied by Joseph Gordon Levitt and Ellen Page and others. But I would rather say that the actors didn't got much chance to do anything. They did exactly what the script demanded.The direction was top notch along with the breathtaking visuals and locations. Especially the dream scenes. As for the academy awards, I expect this film to grab the prize in direction,screenplay,sound mixing,sound editing and visual effects and may also the best picture(not quite sure after watching Toy Story 3 few weeks back).Anyway, for the people who are reading this review before going to see it, I would advise that, this would blow your mind. A must see in my opinion because very few movies have a captivating plot and superb direction like this one. Its an epic, go for it.",7,9,jyotiska123,https://www.imdb.com/user/ur20356683/?ref_=tturv_usr_525_t,"Jul 20, 2010",https://www.imdb.com/title/tt1375666/review/rw2282463/?ref_=tturv_perm_525,
5,/10,https://www.imdb.com/title/tt1375666/review/rw2282275/?ref_=tturv_526,InSiption,,5,11,jefsof-2,https://www.imdb.com/user/ur18427360/?ref_=tturv_usr_526_t,"Jul 19, 2010",https://www.imdb.com/title/tt1375666/review/rw2282275/?ref_=tturv_perm_526,Spoiler
7,/10,https://www.imdb.com/title/tt1375666/review/rw2281355/?ref_=tturv_527,The older you are the less you'll think it's so brilliant.,"Look at the Polls on this site. Liking the movie is age based. I'm retired and while I liked it, I wasn't enthralled by it. After awhile CGI is CGI.It is a movie in which one has to surrender disbelief about disbelief about disbelief. While the layers are fascinating on a quick intellectual basis, they soon become ludicrous to believe in.The real problem I had is that there is way to much linear action for it to resemble any dream sequence of mine, but I understand that having a rapidly morphing and unworldly scenario would simply befuddle and irritate. I did like the ""is he or isn't he"" twist at the end.Sort of a mission impossible on LSD.",7,9,ikanboy,https://www.imdb.com/user/ur2166662/?ref_=tturv_usr_527_t,"Jul 18, 2010",https://www.imdb.com/title/tt1375666/review/rw2281355/?ref_=tturv_perm_527,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2281206/?ref_=tturv_528,"A dream come true.One of the greatest movies i've ever seen,",,9,7,Christian_Dimartino,https://www.imdb.com/user/ur22881716/?ref_=tturv_usr_528_t,"Jul 18, 2010",https://www.imdb.com/title/tt1375666/review/rw2281206/?ref_=tturv_perm_528,Spoiler
6,/10,https://www.imdb.com/title/tt1375666/review/rw2280992/?ref_=tturv_529,Dark Night of the Subconscious Soul,,8,8,JohnSeal,https://www.imdb.com/user/ur0102677/?ref_=tturv_usr_529_t,"Jul 17, 2010",https://www.imdb.com/title/tt1375666/review/rw2280992/?ref_=tturv_perm_529,Spoiler
6,/10,https://www.imdb.com/title/tt1375666/review/rw2280909/?ref_=tturv_530,Too Much?,"First off, the people who complained Nolan's masterpiece, 'Memento', was too hard to follow are going to want to kill themselves trying to follow this one! This film is much like 'The Matrix Reloaded', all concept and no real climax or conclusion. Unlike The Matrix Reloaded, we don't already know there is going to be a sequel coming next summer. Leonardo DiCaprio is having the same issues we've already seen him deal with earlier this year in Scorsese's' brilliant 'Shutter Island'. It's Joseph Gordon-Levitt's character who is too cool and I would have liked to seen more of. Ellen Page is great and the best scenes where with her, I really would have liked to have followed her character around more, as she learns how to be a 'dream architect.'We get glimpses of awesomeness but there are too many things going on, all at once, for us as an audience, to put our emotions into. It's impossible to find yourself on the edge of your seat when a film has this much going on!'Inception' build and builds, introducing new concepts and ideas for so long that by the time the action begins, minds are already invested in trying to figure out how 'Inception' works instead of being fuelled with adrenaline to cheer on their favourite characters. Our minds are set on getting to the conclusion so we can figure everything out but the action sequences seem to never cease and we are torn between a deeply intense psychological thriller and a James Bond-like action flick.The people in the theatre with me did not leave happy or satisfied. They were tired, burnt-out and confused as hell. This is defiantly a movie strictly for Christopher Nolan's fans and lovers of 'The Matrix' sequels.The ideas are great but there are enough concepts here to make 3 films. It's too much for an audience to try and follow everything that Nolan has going on in this one single film AND actually feel something for his characters.",7,9,themissingpatient,https://www.imdb.com/user/ur17513007/?ref_=tturv_usr_530_t,"Jul 17, 2010",https://www.imdb.com/title/tt1375666/review/rw2280909/?ref_=tturv_perm_530,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2280838/?ref_=tturv_531,Can everyone stop with Paprika ? I really don't care...,"The plot is like a Japanese anime named Paprika ??? So what ???I don't care. Who watch anime anyway ? What's really great about this movie is that ... it's mass appealing ... it's visually beautiful and it's one of only a few blockbusters (especially sci-fi movies) that will stay into your mind for a while.It's a smart movie and the plot is not overcomplicated.The cast did a great acting job. I really love Leo, Michael Caine and Cilian Murphy's performance.My review doesn't need to be too long. Just go see it.I think this is going to become an instant classic.Can't wait for the next Nolan movie.",7,9,max_gravel,https://www.imdb.com/user/ur16854337/?ref_=tturv_usr_531_t,"Jul 17, 2010",https://www.imdb.com/title/tt1375666/review/rw2280838/?ref_=tturv_perm_531,
6,/10,https://www.imdb.com/title/tt1375666/review/rw2280300/?ref_=tturv_532,Masquerading as a Psychological Thriller... Inception is far from Nolan's best,"If you've navigated any of the other pages having to do with Christopher Nolan's ""Inception"" on this site, there is no doubt in my mind that you have bared witness to its accolades. The action, the cinematography, the exploration of our subconscious as a ghostly apparition to reality (sound familiar Memento fans) seem to be common points of consensus among the film's most vocal fans. Some may even say ""Inception"" is a groundbreaking film for Nolan; this may in fact be true. But what makes this film riveting, artistic, and perhaps even ""groundbreaking"" also makes it commercially unappealing, convoluted, and horrendously long (2.5 hours? This isn't The Godfather Part II). Ultimately, ""Inception"" is very difficult film to watch, even for the most engaged and conscientious moviegoer. ""But wait!,"" you say. ""Inception did well at the box office. All the theaters were packed on the opening night. Not commercially successful? Just check out all of the 10/10 reviews online."" While I cannot deny the films popularity, I can, with my sincerest conviction, state that this movie couldn't have sold many tickets had it been marketed for what it truly is. This is not The Dark Knight folks. This movie is not easy to understand and doesn't try to make itself easy to understand. Key plot elements are not repeated, general assumptions are made on behalf of the audience. This film is the pure artistic outpouring of Nolan's pen...a description that may sound appealing but trust me, it isn't. Any attempt by Nolan to give your ears and mind a break comes in the form of action scenes, where he suddenly abandons all of his creativity in a flash of gun-slinging violence, and Matrix-like slow motion fury. Then he picks up again with totems, Fischer corporations, Mrs. Cobb, architects, limbo, and an ethereal dream within a dream within a dream within a dream. If you doubt my ability to convey the films inherent intricacies, read the Wikipedia summary. My guess is that you will garner little to no understanding of the film beyond the fact that-- Leonardo DiCaprio is in it, and it has something to do with dreams. Well, watching the film wont much remedy that confusion. In fact, you might be left scratching your head even further. That's why I will spare you any form of plot summary in this review. It does little good. Don't get me wrong. It's still a film worth watching. Just keep your eyes glued to the screen and give yourself breaks to sit and soak in all of the information thrown your way.My closing remarks stand as such: Inception is not a bad film. It raises some well posed explored questions about dreams and preys upon our sense of what is real (like most Nolan films). Where Inception falls short is in consistency. The film lacks a sense of balance and is incredibly self-indulgent. You're more likely to buy into Star Wars than you are this film. Likewise, blink and suddenly you've lost track of what's going on. Inception is good, but HIGHLY overrated, and definitely not Nolan's best. He could have used some advice from an editor on this one. So much participation expected from the audience with such little return.",6,10,wzevonfan,https://www.imdb.com/user/ur15982836/?ref_=tturv_usr_532_t,"Jul 16, 2010",https://www.imdb.com/title/tt1375666/review/rw2280300/?ref_=tturv_perm_532,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2280117/?ref_=tturv_533,Ironically... a Dream Come True!,"I always type my reviews in Notepad, but no – Inception deserves better. After a run of the most amazing films ever – Memento, Insomnia, Batman Begins, The Prestige, and of course, The Dark Knight (my all time favourite!), Nolan is finally ready with his next experiment: Inception, a dream-come-true movie (which is kind of ironic!) that makes us question the existence of the very world around us. One assumed that The Dark Knight was the ultimate peak that any film maker could ever reach – Nolan included – but this young director refuses to accept that there is a Cloud 9 – and simply questions, ""What next?"" And BANG answers it himself: Inception. My new all-time favourite.The English Dictionary defines ""inception"" as ""origin"" – basically, that is what the film is about. It's about planting an idea in someone's mind, hence, ""originating"" an idea in that person. It's the most amazing experiment anyone has ever performed: an impossible world where you enter dreams, and dreams within dreams, and dreams within those, until you realize that such a movie is only ever found in dreams, except that Nolan doesn't think so.Nolan uses his incredible direction skills in this movie to make it the wonder it is. His direction is what makes this film tick. His timing is just amazing. Caprio does full justice to his character, Cobb. Zimmer's music keeps us with Nolan's pace, which is why it all turns out to be so incredible. The cinematography, superb, the special effects, superb, the editing, perfect, the script, brilliant. This movie has everything!But then the only question that people are asking now is – which one is it – The Dark Knight, or Inception? I'll be blunt honest. The reason Memento didn't work as well as TDK, despite being an amazing film, is that it wasn't a film for everyone. Only those people who're willing to take the weight, the tension, and those who have a high presence of mind, and an understanding of the complexity of a highly complex film will be able to fully enjoy the film. Inception pushes TDK aside with ease, but not for the entire world. If one has noticed, then you can see that Nolan is following an alternative pattern in all his films that have made it to the Top IMDb 250: Memento, highly complex, Batman Begins, not so, Prestige, complex again, The Dark Knight, not so, and now Inception, his most incredible project.I immediately called up people after the movie, telling them to go watch it, and I was shocked beyond anything when one of the friends said, ""I'm going for Eclipse. Can't."" Learn your lesson, people, do NOT miss this wonder. Like Toy Story, this too comes once in a decade. Though in Nolan's case, that's not true. Trust Nolan. Now, I can't wait for Batman 3.10/10. Damn! Isn't there anything more than that?",7,9,jaskunwar993,https://www.imdb.com/user/ur18182839/?ref_=tturv_usr_533_t,"Jul 16, 2010",https://www.imdb.com/title/tt1375666/review/rw2280117/?ref_=tturv_perm_533,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2279987/?ref_=tturv_534,""" An Epic Called INCEPTION ""","After experiencing NOLAN's earlier works(The Prestige, Memento & Dark Knight) i actually have a faith on INCEPTION. And guess what..... i was absolutely right. INCEPTION is by most NOLAN's finest combination of storytelling & action at the same time with same pace. The amazing concept of dreams and thieves mixed up in a very cinematic way that take your breath away. The very first frame of the movie itself told the audiences that they are watching something extraordinary. HANZ ZIMMER awesome BG score keeps the movie alive and fantastic Visual Fx makes it more real and terrific in every sense......so DO YOURSELF A FAVOUR... go and watch INCEPTION.........",8,8,deepak-sae,https://www.imdb.com/user/ur19134669/?ref_=tturv_usr_534_t,"Jul 16, 2010",https://www.imdb.com/title/tt1375666/review/rw2279987/?ref_=tturv_perm_534,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2279867/?ref_=tturv_535,inception-holic,"After watching the midnight premiere, my friends and I came up with a theory behind Christopher Nolan and his Inception movie. While he was making Inception Christopher Nolan needed more funding therefore he decided to make the Dark Knight. Sadly Heath Ledger passed away but his death brought more fame and fortune than Nolan expected. He was planning on reusing ALL actors in the Dark Knight but Christian Baile went on a drama-queen rampage on set against the lighting director causing Nolan to lean towards DiCaprio as his lead. (This came about because Nolan happened to be sipping tea with Scorsese one lovely evening, discussing Shutter Island and how fantastically adorable DiCaprio was in thrillers.) The Dark Knight was at best a side project because what Director Christopher Nolan REALLY had in mind was to F*** with our sense of reality through HIS thriller, Inception.No movie has ever caused me physical pain except this one. i was cringing from suspense. Every muscle in my body ached. my lungs were collapsed and when i tried to stand up after the credits i just couldn't. i just could not BREATHE. my eyes still sting. why? because the entire movie, my eyes were GLUED to the screen and i probably blinked, oh lets say, ZERO times. driving back from the theater, i lost my voice raving about the movie with my friends. and Hans Zimmer? i made my own Hollywood Star for him in the backyard. the grass spell out his name. i loved this movie. Pick and pull at it all you want, it was fantastic.",8,8,mariakim92,https://www.imdb.com/user/ur23547767/?ref_=tturv_usr_535_t,"Jul 16, 2010",https://www.imdb.com/title/tt1375666/review/rw2279867/?ref_=tturv_perm_535,
9,/10,https://www.imdb.com/title/tt1375666/review/rw2279812/?ref_=tturv_536,Dreamy !!,"In this movie, Nolan picks up the Freudian Theory of dream and pens an intelligent and surreal script from it although he seems to borrow some of this ideas from a Japanese anime movie Paprika. However, to condemn this movie as a Hollywood CGI polished ripoff of Paprika is preposterous. Inception stands on his own because it has an entirely different plot and characters.The best thing about this movie are the settings, with a ton of dream within a dream within a dream worlds, for me at least Nolan successfully presents us with a fairly coherent state of one's dream (coherent enough to be filmed with CGI at least) without losing the glorious incomprehensibleness of dream itself. However, sadly all of the best CGIs and dream worlds stuffs here on this movie has been spoiled in the trailer, the folding city, the zero gravity hotel room and the icy fortresses.The acting quality of what could be considered the best all-star casts in any 2010 movie complements the set and plot nicely without any particular character chewing the scenery. However, somewhat annoyingly in my opinion DiCaprio's acting falls short and feels a little bit dull compared to the sheer awesomeness of the environment. His character seems distracted and somewhat bored throughout the movie. His inner struggle projected in the dream settings throughout the movie in my opinion totally distracts the flow of the plot and completely unnecessary since we have already seen DiCaprio struggles against his own mental projection and questioning reality in another movie. Shutter ** cough.. cough.. Now that I've written three paragraphs about this movie, I felt that I'm somehow being to harsh. This is a really good movie, for me it holds a respectable second best movie in 2010 after Toy Story 3 and definitely a top 10 movie in this decade. The action is really intense and the dream worlds presented by Nolan are really top notch. Although the sub-plot DiCaprio's mental stuff kinda drags a little bit, it doesn't decrease the sheer volatile awesomeness of this movie.",8,8,Michaelnathaniel,https://www.imdb.com/user/ur19150967/?ref_=tturv_usr_536_t,"Jul 16, 2010",https://www.imdb.com/title/tt1375666/review/rw2279812/?ref_=tturv_perm_536,
2,/10,https://www.imdb.com/title/tt1375666/review/rw5994747/?ref_=tturv_537,Terrible Movie,I watched 3/4 of the movie and I have to say it was painful. How this has an 8.8/10 rating is beyond me. The movie made no sense. Is he dreaming? What town are they in. Will he die or is it a dream. Just an awful awful movie.,5,10,johnnydodger,https://www.imdb.com/user/ur11154579/?ref_=tturv_usr_537_t,"Aug 15, 2020",https://www.imdb.com/title/tt1375666/review/rw5994747/?ref_=tturv_perm_537,
6,/10,https://www.imdb.com/title/tt1375666/review/rw5809934/?ref_=tturv_538,Not impressed,"This movie was (and is) beloved by everyone so I don't expect to make any friends with my honest opinion - I was not impressed by Inception. Before I first watched this film, I was told that it would be complex and mind-blowing so I expected something like Nolan's earlier The Prestige (2006) which was masterful and one of my favourite films. Instead, we get a shallow imitation of that style. Inception is complex just for the sake of being complex - it doesn't add much value to the film, and the complexity is just overloading the audience's working memory which is not a clever technique at all. The characters were the worst part of the film. Apart from the main characters, they basically have no existence outside their role in the mission. We don't have any other reason to care about them. After a point, I just completely stopped caring whether they succeeded. Nothing felt compelling or of much consequence. I actually cared more about Cilian Murphy's character than the protagonists, to be honest. Because I lost my investment in the film, it just dragged out and became boring, especially some of the generic action scenes like the one in the snow. The ending is just cheap ambiguity rather than anything meaningful. That said, there were some good things about the film that I enjoyed. The visuals and effects were great, such as the transforming cities and the zero gravity. The best part was Hans Zimmer's score which remains one of my favourite soundtracks. Those aspects almost made up for the flaws - almost.",9,6,briancham1994,https://www.imdb.com/user/ur5788055/?ref_=tturv_usr_538_t,"Jun 9, 2020",https://www.imdb.com/title/tt1375666/review/rw5809934/?ref_=tturv_perm_538,
3,/10,https://www.imdb.com/title/tt1375666/review/rw2665781/?ref_=tturv_539,Nah,"Of course, I had heard lots about this movie and actually love track #12 from the OST (by Zimmer), but I'd never made an effort to go watch it. Something in my mind told me it wouldn't be worth it. Besides, I'm not much impressed by DiCaprio's acting skills.Still, after a long while I wanted to see what the fuss is about. I am checking out numerous films people recommend as 'best of 2010' to me.Inception was waaaaay too shallow for me. It's a superficial action film that admittedly looks visually nice, but there's no real drama. It actually bored me. Left me cold.If you want to see a 2010 film including DiCaprio, go see Shutter Island. Much, much better, but not great, which is too bad.Anyway, I don't want to spend too many words on this Inception creation. Yawn.",10,5,j-nouwens-461-33148,https://www.imdb.com/user/ur36013206/?ref_=tturv_usr_539_t,"Aug 28, 2012",https://www.imdb.com/title/tt1375666/review/rw2665781/?ref_=tturv_perm_539,
6,/10,https://www.imdb.com/title/tt1375666/review/rw2655667/?ref_=tturv_540,You just don't get it because you're not smart enough,"Have you ever read the story about the Emperor's new clothes? It's about two weavers who promise an Emperor a new suit of clothes that is invisible to those unfit for their position, stupid, or incompetent. When the Emperor parades before his subjects in his new clothes, a child cries out, ""But he isn't wearing anything at all!""A dream within a dream within a dream with Cobb's (played by DiCraprio) wife as an intruder in his subconsciousness, and if something goes terribly wrong you enter the state of Limbo where you're stuck in one's raw subconsciousness. Sounds really deep and complicated, right? It really isn't. The plot of this movie may as well be a new metaphor for those clothes that nobody could see. There isn't a deep philosophical meaning behind it. It's just made sound complicated enough for the viewer to be expected to draw a philosophical meaning and ""understand"" it. The viewer who is able to do that is ""smart enough"".People pretend to extract some philosophical meaning out of it and therefore continue praising it. They do not want to be the ""stupid ones"". The truth is, it is only an OK action movie, it has good fighting scenes and good acting, but is too long for its own good. It's time for people to admit that the Emperor is really naked.",9,6,viktorhrafn1,https://www.imdb.com/user/ur22238727/?ref_=tturv_usr_540_t,"Aug 7, 2012",https://www.imdb.com/title/tt1375666/review/rw2655667/?ref_=tturv_perm_540,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2413044/?ref_=tturv_541,Overrated.. yet it is an entertainer that shouldn't be missed,"Dark knight and batman begins were the two movies of Christopher Nolan's i watched before inception. Batman begins was great but I wasn't that thrilled about dark Knight in spite of all the positive reviews it has received. Inception I always thought was a little bit overrated because I don't think it deserved all the Oscar nominations. Except the music category. The music was absolutely mesmerizing. Hans Zimmer is a genius. Some will find this theme a bit ridiculous but the direction alone has turned the movie completely around. I couldn't find a single minute boring. If one is watching a film like this, it should generally watched like a thriller. Not even the theme should be disclosed. The performances were great from everyone. Leonardo Dicaprio is indeed in a standard of his own. I has Ken Watanabe's best performance ever. Marion Cotillard and Ellen Page were perfect for their roles and the fine trivia behind their combination. They were once competent for the Oscar award once (Marion cotillard won the competition). Joseph Levitt Gordon, Tom Hardy, Dileep Rao and Michael Caine were all good. The music was incredible. Technical aspects were all exemplary.This movie should be experienced either in an extremely good theater or in a high definition home theater system were you won't have concentration removed in any manner. Watching a low quality print takes the very spirit of movie watching. Which is exactly what will happen to those who watched it on television with so many advertisements.Inception is indeed one of those different movies that shouldn't missed. Especially by those people who wish to see something different.9/10",3,12,kat_777,https://www.imdb.com/user/ur7345247/?ref_=tturv_usr_541_t,"Apr 13, 2011",https://www.imdb.com/title/tt1375666/review/rw2413044/?ref_=tturv_perm_541,
6,/10,https://www.imdb.com/title/tt1375666/review/rw2368178/?ref_=tturv_542,"Good concept, no character development","WAY OVERRATED! Makes you wonder if IMDb should re-think their ranking formula. I'd say Inception deserves a 6 or 7. But to be the #6 movie of all-time, you need character development. There was none. Zero, zip, nada. We're told that here's Leonardo, and here's an Asian guy who wants him to go into a dream, and that's it. Boom, now start the action. I will say that the concept was very good. It could have been a great movie if they would have left in some action, but cut out about 45 minutes of it and substituted character and dream-sequences/plot, rather than just wild chases/shoot-outs. During these parts I found myself very bored.",9,6,stayup_all_night,https://www.imdb.com/user/ur6748631/?ref_=tturv_usr_542_t,"Jan 12, 2011",https://www.imdb.com/title/tt1375666/review/rw2368178/?ref_=tturv_perm_542,
1,/10,https://www.imdb.com/title/tt1375666/review/rw2359724/?ref_=tturv_543,Awful,"The reason the CIA does not use this crap as an enhanced interrogation tool, because after first 20 minutes you confess everything even things you have never done. I am not surprised about the current 9.0 rating though, after all we are talking about a country who actually elected Obozo. It took me three days to sit through this pseudo intellectual steaming pile of crap. So just a few words that help me release some steam: long, boring, pointless, stupid, full of clichés: like everything is blue, the vest on that stupid actor with his bottle neck shoulder ... The lesson is that I will be very careful with the next Leonardo movie, this is strike two (first being Shutter Island).",5,10,review-931-493889,https://www.imdb.com/user/ur24548364/?ref_=tturv_usr_543_t,"Dec 28, 2010",https://www.imdb.com/title/tt1375666/review/rw2359724/?ref_=tturv_perm_543,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2328426/?ref_=tturv_544,(De-)Constructing,"So is it the most clever movie ever made or is it all just bogus? Don't expect me to answer that. Don't expect the movie to be everything. It can not be. And don't assume, just because you liked/hated the movie, everyone else should feel the same way. Nor just assume that you can pinpoint every viewer or put everybody in 3 categories. People are far too complex to analyze and put into one category.What I mean by that, is that you can like this and Transformers. Or hate both. You can also over-analyze this movie and list it's flaws (yes it has them as every movie has them and depending on your view of it, you might spot them and care or not), but apart from being visually stunning, it has a breathtaking story. And an ending that has been spoofed (at various internet sites), but that works very fine for the movie. Of course you could also feel that the end is a cheat. But again, I cannot tell you how to feel about this movie (or any other movie for that matter), I can only tell you, that it looks amazing and it made me chuckle for quite a few minutes in a breath-taking sequence.And no I did not get everything when I first watched it. I watched it a second time and there are still questions unanswered. Does or would something like that bother you? I didn't bother and the movie fully matched the expectations I had (this was my number 1 expected movie for 2010, the second most expected being ""Wall Street 2""). To me, Nolan is more than just a visionary filmmaker. He's a great artist.",3,12,kosmasp,https://www.imdb.com/user/ur5876717/?ref_=tturv_usr_544_t,"Oct 23, 2010",https://www.imdb.com/title/tt1375666/review/rw2328426/?ref_=tturv_perm_544,
9,/10,https://www.imdb.com/title/tt1375666/review/rw2324156/?ref_=tturv_545,In Media Res,"Writing Inception must've entailed extraordinary deliberation, like working a Rubic's Cube while playing the guitar. In one of its most charming, and briefest, scenes, the film's protagonist auditions a young architect by putting it to her to draw a maze. Nolan does this to us with his own dazzling maze. We have to rely on him that he can lead us through. Nolan must've rewritten this narrative over and over, finding that every alteration wrinkled the entire cloth. And it's impervious to spoilers: If you knew how it ended, that'd tell you nothing if you didn't know how it got there. And telling you how it got there would completely confuse you. The movie's all about procedure, struggling one's way through all-encompassing panes of reality and dream, reality inside dreams, dreams lacking reality. Like the protagonist of Nolan's Memento, the viewer of this awe-inspiring machine floats in phase and event, clarifying that you can never recall the start of a dream, and that dreams that feel as if to traverse hours may merely last a short time. And what if you're within another person's dream? How does your dream-time coordinate with theirs? What do you truly know? Cobb's a corporate raider of premier class. He penetrates the psyches of others to steal their thoughts, now hired by an influential tycoon for the opposite: Establishing an idea into a competitor's psyche, so efficiently he thinks it's his own. It's never been done before; our minds are as aware of external concepts as our immune system to toxins. Played by the compelling Ken Watanabe, the magnate makes him an irrebuttable proposal, one that'd resolve Cobb's banishment from home.Cobb Amasses A Crew, Nolan depending on the well-established dealings of all caper films. We meet the people he'll need: Joseph Gordon-Levitt, his Man Friday; Tom Hardy, a virtuoso fraudster; Dileep Rao, a skillful biologist. And there's a greenhorn, Ariadne, the exceptional young architect, a genius spatial thinker. Cobb also goes to speak to his father-in-law Miles, who knows what he does and how. These days Michael Caine need simply show up and we presupposed he's more shrewd than any of the other characters. Talent. Cobb trains Ariadne in dream penetration, the skill of calculating dreams, traveling through them. Nolan is schooling us, too, while using the juncture for some of the movie's astounding effects. The most extraordinary plainly rolls a city back on itself like a textile spool.Defending Watanabe's rival, the emotionally agile Cillian Murphy, are any amount of armed mercenaries, who may be working like the cerebral parallel of vaccine. They seem variously authentic and abstract, but whichever, they lead to myriad struggles, chases, explosions---all necessary and earned---like every other element of this drum-tight plot. Structures tip. Streets curl. Characters glide. What the movie's about resolves how Nolan casts it, how it looks, the score, mixing, titles, and how it's been released: As soon as you're involving dreams, the mind's capabilities are boundless. And so the magnitude of the film has to feel boundless, like you could go anywhere by the end. And yet, the one fantastical concept that the film submits, honestly, is the existence of a technology that lets you go into and cohabitate the same dream as someone else.How can you truly protect yourself from being mistaken? We so often trust our feelings more than reason and good sense. The adventures reaches the real depth to which one can go within one's own subjectivity where one can no longer reliably or consistently discern between hallucination, memory, fantasy, dream, reality. When people say this is a movie about concepts, they really do literally mean concepts themselves: How ideas can revolutionize our deepest selves. How ideas, just someone muttering something to you a certain way at a certain time, can have a devious rudimentary impact like nothing else. Nolan slips in stimuli about the unrefined, immeasurable subconscious and how you simply cannot simulate genuine revelation, then fathoms the expanse of subconscious perpetuity and faking a genuine revelation.The acting's fine all around because the film's so heavily plot-driven that the characters can only be rooted in the personalities the cast brings to the screen. And so they hear with their own ears, see with their own eyes. That said, I don't know what it means that Ellen Page's Ariadne was by far my favorite character. I think it's because she feels so much more like a real person than these black-suited, slick-haired gun-wielding super-thieves. Though like most caper films, even this telepresent one's intentionally shallow in emotional terms. Nolan aids us with an emotional strand. The reason Cobb's goaded to gamble with the perils of inception is owing to heartache and self-reproach involving his family. Marion Cotillard personifies the wife in a romanticized fashion with hues of unpredictable madness. Whether we're seeing Cobb's recollections or his dreams is complex to say, even, literally, by the last shot. Yet she works as an emotional inducement, and the love between the two affords an emotional continuum in Cobb's world, which is otherwise incessantly metamorphosing. We're always in the present. Concerns of life, death and the heart are drawn in alongside multi-national corporations. And Nolan doesn't stop before employing his signature brilliantly fashioned scenes from the cream-of-the-crop stuff of capers or intelligence thrillers, among which it is.",5,10,jzappa,https://www.imdb.com/user/ur8625456/?ref_=tturv_usr_545_t,"Oct 14, 2010",https://www.imdb.com/title/tt1375666/review/rw2324156/?ref_=tturv_perm_545,
1,/10,https://www.imdb.com/title/tt1375666/review/rw2310914/?ref_=tturv_546,take a nap,"I checked engraved my euro, I'm awake, it's true I'm sitting in a chair watching this movie. I'cant escape, I have to wait for the end. A good idea, fine actors, explosions, exotic locations, and special effects put them in a bag,mix them and this case you don't get a movie. There is no plot or scenario when the writers or director did get stacked, it was very easy: it's a dream. I thought the film was all about the manipulation of the brain and effect on human behavior. But after 30 minutes I was looking at ordinary action film with people shooting but not did get hurt, buildings that erased, turned or collapsed. The whole universe in this film looked like a comic book, only cardboard characters. Instead of seeing this movie, take a nap and make you own dream.",9,6,marcel-haagen,https://www.imdb.com/user/ur20128250/?ref_=tturv_usr_546_t,"Sep 15, 2010",https://www.imdb.com/title/tt1375666/review/rw2310914/?ref_=tturv_perm_546,
,,https://www.imdb.com/title/tt1375666/review/rw2296197/?ref_=tturv_547,9.1!!?? Hmmm..,,9,6,Lord_Squinty,https://www.imdb.com/user/ur23708517/?ref_=tturv_usr_547_t,"Aug 13, 2010",https://www.imdb.com/title/tt1375666/review/rw2296197/?ref_=tturv_perm_547,Spoiler
7,/10,https://www.imdb.com/title/tt1375666/review/rw2295211/?ref_=tturv_548,Not living up to the hype...,"I went into the cinema to see this film with sky high expectations given the domestic and international reviews of it. Phrases like ""modern classic"" and ""landmark film"" made me think that I was in for something truly special in terms of film history along the lines of Citizen Kane and The Godfather.Turns out I wasn't, well not all the way anyway. I won't bother with the whole plot line, since it's very sprawling and complicated, but suffice it to say that my main disappointment with the film stems from the fact that the thematics of the story simply are too limited and ordinary compared to the potential impact of the film's gimmick: the fact that you can enter somebody's dream to steal information or plant ideas.The plot revolves mainly around industrial espionage, a theme which simply does nothing for me emotionally. Who cares if one industrial tycoon wants to stop another? The dream concept of the film is truly magical and innovative and is a very compelling feature of the film itself. But why in heaven's name marry it to something as pointless as industrial espionage? What happened to something like the fight for world domination? It would have given the film infinitely more punch if the plot had centered around some political intrigue in stead. Especially given the unstable nature of the world today with wars in Iraq and Afghanistan, huge climate issues, and so forth.The subplot involving Leonardo DiCaprio and Marion Cotillard's characters to me comes off very flat, their on screen chemistry not being very strong. This is a shame, for the premise of the subplot has great emotional potential.All in all, somewhat of a disappointment, despite the wallop one inevitably receives from the film's take on the concept of entering someone else's dreams.",9,6,PennyLANE77,https://www.imdb.com/user/ur2493316/?ref_=tturv_usr_548_t,"Aug 14, 2010",https://www.imdb.com/title/tt1375666/review/rw2295211/?ref_=tturv_perm_548,
