"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-html-content-inner-div","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2"
"1","/10","https://www.imdb.com/title/tt0167261/review/rw0586368/?ref_=tturv_11","Am I the only person who hated this film?","I was greatly anticipating viewing this film after all the hype and enjoying the first one at the cinema. Unfortunatley I thought this was the biggest load of nonsense I had ever seen. I kept waiting and waiting for the story to get interesting ... and then the film finished. Gollum was rubbish, the scene when he was talking to himself was so bad I had to laugh out loud. Why did the Ork/Human hybrids have bad Cockney accents "" I'm haangry, meats back on the menu"" ??? and what was that tree all about. Am i the only person who gets bored by constant close ups and continued Aragon, son of Bagagon, King of Caragon, Ruler of Daragon etc... type dialogue.It made The Phantom Menace look like Seven Samurai","Helpful","•","39","76","ChainsawDaveandMisterShoop","https://www.imdb.com/user/ur2410735/?ref_=tturv_usr_11_t","May 17, 2003","https://www.imdb.com/title/tt0167261/review/rw0586368/?ref_=tturv_perm_11"
"1","/10","https://www.imdb.com/title/tt0167261/review/rw0585191/?ref_=tturv_12","Why make movies based on something you don't like?","The problem with this movie is that Peter Jackson seem to believe that Middle- earth is somewhere in the Star Wars galaxy or on board James Camerons Titanic. Therefore he has re-written the story from the book in an attempt to make it ""bigger and better"". In the original text there where no fun side-kicks with good one-liners and there where not enough cool toys so Peter had to throw in some Orc wolf riders and dwarf jokes. Then he find Frodos meeting with Faramir to be a bit too boring in the book, so he ""spice it up"" with a ""dramatic"" scene where Frodo stands in front of a ring wraith trying to give it the ring. Yeah baby! There are also plenty of not good enough acting from the extras. Extremely theatrical lines like ""Look it's the king!"" are a bit too common. If you thought the books where boring then maybe this is a film for you. Now there are plenty of ""fun"" side-kicks in it to save you from embarrassing seconds of silence or non-action. If you actually liked the books, stay away from this movie.","Helpful","•","37","69","joe_hill","https://www.imdb.com/user/ur1510130/?ref_=tturv_usr_12_t","Dec 21, 2002","https://www.imdb.com/title/tt0167261/review/rw0585191/?ref_=tturv_perm_12"
"","","https://www.imdb.com/title/tt0167261/review/rw0584627/?ref_=tturv_13","Better Paced than the first, the battle for Isengard was excellent","We have been waiting an entire year for this one!!! The Two Towers picks up right where last years Lord of the Rings: The Fellowship of the Ring leaves off. The director, Peter Jackson, did not include a recap of the last movie, so if you don't remember what happened in the first movie you better rent it and refresh your memory before you head off to the theater.   
When we last left our fellowship, it had splintered apart. Frodo Baggins (Elijah Wood) and Sam Gamgee (Sean Astin) continue there quest to return the all powerful and evil ring to Mordor where it can be destroyed. They take on the creature Gollum (Andy Serkis) as their guide to Mordor despite Gollum's obsession with getting `his precious' back. Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), and Gimli (John Rhys-Davies) begin by trying to find the kidnapped Merry (Dominic Monaghan) and Pippin (Billy Boyd), but end up getting caught up in a battle to save a race of humans. The evil wizard Saruman (Christopher Lee), controlled by Dark Lord Sauron created a grand Uruk-hai army that is sent to destroy the race of Humans at the fortress Isengard. The presumed dead Gandolf (Ian McKellen) also returns to lend his assistance in battling Lord Sauron's troops.     This film was better paced than the first in the trilogy. There were still some breaks in the action that were a little dull, but the dialog was necessary to further the story. With three separate stories going on simultaneously between the three groups of the splintered fellowship, the film kept the action moving quickly. Clocking in at 179 minutes, it is just one minute longer than the first film. This time, I didn't mind the length. The battle for Isengard comprised about a third of the film, and it was very intense.      The rest of the film had a lot of the same excellent cinematic shots as the first movie. The shots tracking the actors from above (done by helicopter) with the beautiful New Zealand mountains and countryside in the background were just amazing.  The landscapes helped to keep me involved with the story when the action slowed for dialog intensive scenes.      
The creature Gollum played a very key roll in this movie, and the computer-generated character was very lifelike and amusing. He reminded me of Dobby the `house elf' in Harry Potter and the Chamber of Secrets. Gollum and the Dwarf were the two main comic relief characters in this very serious film.      To conclude, we had to wait a year for this film, and it lived up to expectations! A final reminderthis is the middle film in the trilogy so you can expect another ending that leaves you wanting more! Not to worry though, the third and final film is due out next Christmas.","Helpful","•","63","35","Justin Chan","https://www.imdb.com/user/ur0779281/?ref_=tturv_usr_13_t","Dec 18, 2002","https://www.imdb.com/title/tt0167261/review/rw0584627/?ref_=tturv_perm_13"
"1","/10","https://www.imdb.com/title/tt0167261/review/rw0585563/?ref_=tturv_14","Boring","The only redeeming quality of this film was the epic battle sequences.  A pornography of violence is the only thing that saved this film from being terribly boring.The characters were very flat.  Interaction between them was predictable (predictable, even without having read the books).  For example, the undeveloped subplot between Aragorn and that princess was cliche.  From the moment a hint of her liking him came out, I could see what was going to happen.The only interesting character was Golum.  He symbolized the external battle for good and evil through an internal struggle.The dialogue in this movie offered nothing.  It was mostly about one group's plans, followed by the enemies plans.Well.  I don't want to think much more about this movie.  I think it was terrible.  The fighting scenes and animation were cool.  Perhaps the ""acting"" parts should be cut and the remaining scenes should be edited as cut scenes into a video game or something, because this definately doesn't stand as a film on its own.","Helpful","•","33","62","Kiddex","https://www.imdb.com/user/ur1511880/?ref_=tturv_usr_14_t","Dec 27, 2002","https://www.imdb.com/title/tt0167261/review/rw0585563/?ref_=tturv_perm_14"
"1","/10","https://www.imdb.com/title/tt0167261/review/rw0586405/?ref_=tturv_15","The movie is an insult to the book.","The Lord of the Rings:The Two Towers, simply put, is a travesty of monumental proportions. This may sound like a tired cliche but so is the production of this movie. The sheer arrogance to mess around with the greatest story put to print is unbelievable. The changes in the story and characters go far beyond interpretation and seem to suggest that Mr Jackson simply feels that Tolkien got it wrong. Peter Jackson's movie embodies all the disdain that Tolkien had for Hollywood, but I guess the money makes it easy to live with, and he claims to be a fan. Read the book, miss the film. LONG LIVE THE REAL FARAMIR!","Helpful","•","33","61","chaosduck","https://www.imdb.com/user/ur1183739/?ref_=tturv_usr_15_t","Jun 22, 2003","https://www.imdb.com/title/tt0167261/review/rw0586405/?ref_=tturv_perm_15"
"1","/10","https://www.imdb.com/title/tt0167261/review/rw0585236/?ref_=tturv_16","Tokien's spirit has been exorcised from his story like Saruman from Theodin in the film.","I didn't realize when I watched Fellowship of the Ring exactly to what degree the whole ""men are weak"" modification would snowball out of control. Faramir is the latest sad casualty to this overall change to the original story.Also the Ents could have been better handled.I could go on with this line of criticism but why bother.  If you haven't read the books (heck, even if you have...) and believe that the Lord of the Rings is your typical superficial, without a shred of subtelty Good vs. Evil story and that the upshot is that some short people need to throw a ring in a volcano, and that entertains you, then you may enjoy this film.If your looking for something more transcendent you will be disappointed. The screenwriters, which ones I don't know, have done a poor job of translating Tolkien to the screen (and no, capturing Tolkien's spirit is difficult but not impossible in a movie so don't throw out that straw man), and contrary to what Peter Jackson stated on the special edition DVD of FoTR, they have not stayed as close to the original story as possible and HAVE thrown their own spin in.  Why aren't they more up-front about this?Oh well.","Helpful","•","32","58","adaon","https://www.imdb.com/user/ur2104711/?ref_=tturv_usr_16_t","Dec 22, 2002","https://www.imdb.com/title/tt0167261/review/rw0585236/?ref_=tturv_perm_16"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw1256649/?ref_=tturv_17","""There's some good in this world Mr. Frodo, and it's worth fighting for.""","","Helpful","•","68","9","classicsoncall","https://www.imdb.com/user/ur2707735/?ref_=tturv_usr_17_t","Dec 28, 2005","https://www.imdb.com/title/tt0167261/review/rw1256649/?ref_=tturv_perm_17"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw2395768/?ref_=tturv_18","My personal favourite of the trilogy","I do love all three films of The Lord of the Rings trilogy, all are visually stunning with wonderful music and strong narratives. The Two Towers is my personal favourite of the three for several reasons. For one thing it is less talky than Fellowship of the Ring, and the pace is a little more secure here. Also the final battle is just breathtaking in the action, direction and in its scope, and very compelling and epic. And some of the characters are developed more here than they were in Fellowship of the Ring primarily Frodo and Aragorn, who were played very well there but a little bland in comparison to here. When it comes to the scope The Two Towers is possibly the biggest in the trilogy. The cinematography is one of the strongest assets, while the scenery, costumes, lighting and make up(the orcs look amazing) are all gorgeous. You can tell a lot of effort went into this and it showed. The music is also darker and perhaps more complex, the story is richer and compelling and the dialogue is thought provoking. People may disagree, but I think The Two Towers is the best directed of the trilogy too.The acting is very good. Elijah Wood is likable enough with a stronger-written character, while Sean Astin's bumbling persona suits Sam really well. Viggo Mortensson is as strong and charismatic as ever. Ian McKellen, Christopher Lee and Bernard Hill are also perfectly cast, but the real revelation in my view with this movie is Gollum. Here Gollum is designed superbly, and Andy Serkis's performance is absolutely phenomenal and Oscar-nod worthy.In conclusion, a fine film and for me my personal favourite of the trilogy. 10/10 Bethany Cox","Helpful","•","56","15","TheLittleSongbird","https://www.imdb.com/user/ur20552756/?ref_=tturv_usr_18_t","Mar 8, 2011","https://www.imdb.com/title/tt0167261/review/rw2395768/?ref_=tturv_perm_18"
"9","/10","https://www.imdb.com/title/tt0167261/review/rw6131698/?ref_=tturv_19","Great movie","Great movie I really enjoyed watching and better than the first part","Helpful","•","52","10","auuwws","https://www.imdb.com/user/ur118977607/?ref_=tturv_usr_19_t","Sep 28, 2020","https://www.imdb.com/title/tt0167261/review/rw6131698/?ref_=tturv_perm_19"
"9","/10","https://www.imdb.com/title/tt0167261/review/rw1306916/?ref_=tturv_20","Magnificent epic","","Helpful","•","56","5","calcat91355","https://www.imdb.com/user/ur2965999/?ref_=tturv_usr_20_t","Mar 5, 2006","https://www.imdb.com/title/tt0167261/review/rw1306916/?ref_=tturv_perm_20"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0584660/?ref_=tturv_21","Jackson remains a genius, and this series remains a masterpiece--Faithful enough to Tolkein, and a fantastic movie!","I've read ---with care and delight--- the books four times in the last 34 years, including the recent reversion to Tolkein's ""original"" manuscript, edited by his son. I'm a fan. There, I said it, and I'm glad, I tell you!This second installment of the trilogy is probably as good as a movie could get. It captures the Tolkein vibe probably as well as it could be captured in a theatrical release. Watching the flick tonight I realized that much of the vaunted charm of the very readable and very ""literary"" Tolkein books is in part the time it takes to read the long pages--- 1,000 to 1,400 pages, depending on the edition your are holding. And that time--- weeks and weeks of pouring over pages, re-reading certain passages, pondering and mulling over the fake languages and songs, and histories Tolkein concocted--- allows one to create and invent the Tolkein world inside oneself. That's GREAT! I loved each time I read the original. But no one could possibly expect a movie to give you, in 2-1/2 hours, that kind of luxurious lingering in the fantasy world. Duh!Therefore, the movie's focus on action--- and FYI, it is dead-on accurate and faithful to the books--- is OK. The Ents' meeting in the forest took 3 or 4 DAYS in the book, and Merry and Pippin spent many more days hanging with Treebeard. The movie telescoped that down into a few hours. But hey!!! Think about it--- how could a movie, ANY movie, capture all of the sylvan reverie (including the Hobbits growing a couple of feet taller with the Entwash, etc.) in a trilogy movie series? All of that dreamy book-world stuff would be great to see on the screen--- but it would take dozens and dozens of hours of screen-time. Who could sit in a theater for that many weeks? There aren't that many ""festive"" people on the planet to make such a theatrical release profitable.Maybe if we were wishing, we could have wished for a 30 or 40 hour TV mini-series. Then we COULD afford to meander and linger and all of that. Seriously--- I'd have enjoyed it. But then, the battles and evil empire and such would have to be portrayed with a vigor equal to Jackson's efforts, else the drama and peril (etc.) would be lost. For MY ridiculous wishing, then, I'm wishing for them to have made two projects--- the 3 theater-release movies, AND a 30-hour TV mini-series for all the ""literary"" vibe. But then, instead of a $300 million triology, we'd have had a $1 BILLION dollar (but memorable!) TV mini-series.  Oh well--- if wishing were having...Overall, ""LOTR Two Towers"" is an excellent movie! A ""10"" out of ""10""!!!","Helpful","•","46","15","bopdog","https://www.imdb.com/user/ur0379447/?ref_=tturv_usr_21_t","Dec 18, 2002","https://www.imdb.com/title/tt0167261/review/rw0584660/?ref_=tturv_perm_21"
