"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-html-content-inner-div","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2","ipc-btn__text"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw1914442/?ref_=tturv_11","The Batman of our dreams! So much more than a comic book movie","","Helpful","•","1K","220","Smells_Like_Cheese","https://www.imdb.com/user/ur1293485/?ref_=tturv_usr_11_t","Jul 20, 2008","https://www.imdb.com/title/tt0468569/review/rw1914442/?ref_=tturv_perm_11","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1918260/?ref_=tturv_12","Erm...really? (may be a couple of spoilers)","","Helpful","•","420","828","planetsurreal","https://www.imdb.com/user/ur7544111/?ref_=tturv_usr_12_t","Jul 26, 2008","https://www.imdb.com/title/tt0468569/review/rw1918260/?ref_=tturv_perm_12","Spoiler"
"6","/10","https://www.imdb.com/title/tt0468569/review/rw1921967/?ref_=tturv_13","Too many  fans seem to be blown away","","Helpful","•","467","627","SimonJack","https://www.imdb.com/user/ur17816293/?ref_=tturv_usr_13_t","Jul 31, 2008","https://www.imdb.com/title/tt0468569/review/rw1921967/?ref_=tturv_perm_13","Spoiler"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw1911969/?ref_=tturv_14","The Dark Knight is as good as everyone says and easily the best superhero film made","","Helpful","•","737","340","LoneWolfAndCub","https://www.imdb.com/user/ur5237888/?ref_=tturv_usr_14_t","Jul 16, 2008","https://www.imdb.com/title/tt0468569/review/rw1911969/?ref_=tturv_perm_14","Spoiler"
"7","/10","https://www.imdb.com/title/tt0468569/review/rw1913906/?ref_=tturv_15","great but doesn't deserve to be compared with masterpieces","Christopeher Nolan is a talented director. With batman begins,he created such a fantastic atmosphere that he brought batman character back in game. With the dark knight, he made not only a great second sequel, but also one of the best movies of the past 10 years. He mixed action, heroism, feeling, literature, colors so well that you feel kind of high when the movie ends. There is no doubt about it. But i see some people who don't mind to compare this movie with some old masterpieces and say the dark knight is the best movie so far.Haha, this is completely unacceptable.Let me clear this: If a movie can bring freshness to creativity, If a movie happens to change your insights, If a movie starts a new genre, gives away new techniques and styles, If a movie makes you understand your heart better; then I call that movie a masterpiece. As far as I see, The Dark Knight is far from it. But I still feel like I have to congratulate Christopher Nolan for making such a good film. Thanks...","Helpful","•","427","549","rodigon7","https://www.imdb.com/user/ur19605227/?ref_=tturv_usr_15_t","Jul 19, 2008","https://www.imdb.com/title/tt0468569/review/rw1913906/?ref_=tturv_perm_15",""
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1936001/?ref_=tturv_16","Who payed the critics","","Helpful","•","311","600","gwsa","https://www.imdb.com/user/ur4637130/?ref_=tturv_usr_16_t","Aug 26, 2008","https://www.imdb.com/title/tt0468569/review/rw1936001/?ref_=tturv_perm_16","Spoiler"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw1914603/?ref_=tturv_17","Heath Ledger's Dark and Brilliant Swan Song","I couldn't believe ""The Dark knight"" could live up to the hype. That's perhaps the biggest surprise. The secret, I believe, is a stunning, mature, intelligent script. That makes it the best superhero movie ever made. As if that wasn't enough, Heath Ledger. He, the newest of the tragic modern icons present us with a preview of something we'll never see. A fearless, extraordinary actor capable to fill up with humanity even the most grotesque of villains. His performance is a master class. Fortunately, Christian Bale's Batman is almost a supporting character. Bale is good but there is something around his mouth that stops him from being great. ""The Dark Knight"" is visually stunning, powerful and moving. What else could anyone want.","Helpful","•","704","182","filmquestint","https://www.imdb.com/user/ur3338050/?ref_=tturv_usr_17_t","Jul 20, 2008","https://www.imdb.com/title/tt0468569/review/rw1914603/?ref_=tturv_perm_17",""
"8","/10","https://www.imdb.com/title/tt0468569/review/rw1916308/?ref_=tturv_18","I'm sorry everyone, this is no masterpiece.","","Helpful","•","320","418","jfmvp","https://www.imdb.com/user/ur10484813/?ref_=tturv_usr_18_t","Jul 22, 2008","https://www.imdb.com/title/tt0468569/review/rw1916308/?ref_=tturv_perm_18","Spoiler"
"","","https://www.imdb.com/title/tt0468569/review/rw5478826/?ref_=tturv_19","The Dark Knight","Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.","Helpful","•","662","63","0U","https://www.imdb.com/user/ur87850731/?ref_=tturv_usr_19_t","Feb 12, 2020","https://www.imdb.com/title/tt0468569/review/rw5478826/?ref_=tturv_perm_19",""
"9","/10","https://www.imdb.com/title/tt0468569/review/rw1917099/?ref_=tturv_20","A Batman Of Shakesperean Proportions","Dark, yes, complex, ambitious. Christopher Nolan and his co-writer Jonathan Nolan deserve a standing ovation. I don't usually go for loud movies filled with mindless gore and violence. ""The Dark Knight"" is certainly loud and violent but it's not mindless. It has depth and soul. Even the Joker, in an extraordinary creation by Heath Ledger, is deeply human. The natural petulance of Christian Bale makes his ego and alter ego the most fascinating and complex of all film superheroes. Part of the genius of this movie is that Batman himself, in screen time, is not really the lead. My attention was captivated by Heath Ledger and he determines and inspires the breathtaking atmosphere that envelopes Gotham as well as us. The aplomb of Christopher Nolan as a director is mind blowing and his secret, I believe, is his obvious respect for his audience. What he's done is to elevate a popular genre into Shakesperean proportions. Bravo!","Helpful","•","544","157","littlemartinarocena","https://www.imdb.com/user/ur12449122/?ref_=tturv_usr_20_t","Jul 24, 2008","https://www.imdb.com/title/tt0468569/review/rw1917099/?ref_=tturv_perm_20",""
"6","/10","https://www.imdb.com/title/tt0468569/review/rw1921849/?ref_=tturv_21","The film that seems to have fooled everyone!","OK, lets get it out of the way, I'm a massive Batman fan. I loved the TV show when I was a kid, really enjoyed the early Tim Burton films and have even worn the costume on a few occasions. I've even taken the time to read Batman comics and graphic novels. I thought Christian Bale was an excellent choice of the lead role for the new films and thought the first one was a great start and I was really looking forward to this one. So how come I've just walked out of the cinema feeling very disappointed? Why? Because this film just wasn't that good. It's far too long, has very little fun in it and takes itself so seriously it's painful. The makers have thrown the kitchen sink at it with very little thought. The whole thing was one great, big, dreadful, noisy, mess. The only good thing in it is Heath Ledger's performance. I had my doubts when I first heard who'd they'd cast but I gotta hand it to Heath, he pulled it off. No thanks to the film however, which is so over cooked it's burnt. Sure there's loads of action, cool bat gadgets and lots of running about and shouting but absolutely no soul. It was great looking but has no personality. I felt neither happy, scared or even mildly concerned let alone entertained. I really didn't give a damn. So next time people, slim it down, less is more. It's not Apocalypse Now, put some fun into it.....Why so serious?","Helpful","•","289","407","rich-kemp","https://www.imdb.com/user/ur5777618/?ref_=tturv_usr_21_t","Jul 31, 2008","https://www.imdb.com/title/tt0468569/review/rw1921849/?ref_=tturv_perm_21",""
"5","/10","https://www.imdb.com/title/tt0468569/review/rw1916311/?ref_=tturv_22","Let's be realistic.","","Helpful","•","268","416","Faena","https://www.imdb.com/user/ur0325792/?ref_=tturv_usr_22_t","Jul 22, 2008","https://www.imdb.com/title/tt0468569/review/rw1916311/?ref_=tturv_perm_22","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1990602/?ref_=tturv_23","I didn't like it! Oh! Heaven for offend!!!","","Helpful","•","222","419","ddfcmp8","https://www.imdb.com/user/ur10948123/?ref_=tturv_usr_23_t","Dec 15, 2008","https://www.imdb.com/title/tt0468569/review/rw1990602/?ref_=tturv_perm_23","Spoiler"
"4","/10","https://www.imdb.com/title/tt0468569/review/rw1922407/?ref_=tturv_24","Best film ever? You must be batty!","","Helpful","•","218","333","Doctor_Mongoose","https://www.imdb.com/user/ur19593602/?ref_=tturv_usr_24_t","Aug 1, 2008","https://www.imdb.com/title/tt0468569/review/rw1922407/?ref_=tturv_perm_24","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw2044856/?ref_=tturv_25","Why so happy? Let's put a frown on that face!","","Helpful","•","184","342","blackaugust79","https://www.imdb.com/user/ur20242731/?ref_=tturv_usr_25_t","Mar 29, 2009","https://www.imdb.com/title/tt0468569/review/rw2044856/?ref_=tturv_perm_25","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1960849/?ref_=tturv_26","Too implausible and too dark, but not terrible","","Helpful","•","184","341","RIK-22","https://www.imdb.com/user/ur0382572/?ref_=tturv_usr_26_t","Oct 15, 2008","https://www.imdb.com/title/tt0468569/review/rw1960849/?ref_=tturv_perm_26","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1918635/?ref_=tturv_27","The Dark Knight is overrated.","","Helpful","•","182","338","lightstab","https://www.imdb.com/user/ur2850599/?ref_=tturv_usr_27_t","Jul 26, 2008","https://www.imdb.com/title/tt0468569/review/rw1918635/?ref_=tturv_perm_27","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1923616/?ref_=tturv_28","Too much of everything","","Helpful","•","179","332","dianemarie123","https://www.imdb.com/user/ur4017574/?ref_=tturv_usr_28_t","Aug 3, 2008","https://www.imdb.com/title/tt0468569/review/rw1923616/?ref_=tturv_perm_28","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1911824/?ref_=tturv_29","Terrible","","Helpful","•","81","427","NAADidItForTehLulz","https://www.imdb.com/user/ur16341041/?ref_=tturv_usr_29_t","Jul 16, 2008","https://www.imdb.com/title/tt0468569/review/rw1911824/?ref_=tturv_perm_29","Spoiler"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw6467314/?ref_=tturv_30","Perfect combo","Best movie ever. Heath ledger's work is phenomenal no words......","Helpful","•","425","53","harrybhangu","https://www.imdb.com/user/ur95396995/?ref_=tturv_usr_30_t","Jan 12, 2021","https://www.imdb.com/title/tt0468569/review/rw6467314/?ref_=tturv_perm_30",""
"6","/10","https://www.imdb.com/title/tt0468569/review/rw1917778/?ref_=tturv_31","Bold without ever being especially great, and which progressively gets less-interesting; the film is a wild concoction of ideas that just about treads water.","Some of the very first words Christian Bale utters as the eponymous role of 'soon-to-be-Batman' Bruce Wayne, in the preceding Batman film to this entitled Batman Begins, are to a thug in a remote prison located in the Far East: ""you're not The Devil, you're practise"" he hisses. The feeling's that 2008's The Dark Knight is where the practise ends and the fight with The Devil begins. This is my second crack at writing something up about the film, and while what I said initially was a little unfocused and targeted the wrong areas; I stand by the initial grade I gave it and similarly retained that similar sense of feeling underwhelmed when it finished. Even if it is deemed that The Dark Knight is one of the better comic book adaptations ever made, this is not saying a terrible lot given the bulk of entries in said film canon.That old problem of dealing with the war genre and doing one's very best to document war as a horrid, gut-wrenching thing whilst maintaining sequences of war that cannot help but carry a sense of spectacle anyway, rears its head here. The Dark Knight documents a war on terrorism and sees Christohper Nolan attempt to echo a greater sense of things in the real world as he unleashes a character known as The Joker (Ledger) amongst the inhabitants of Gotham City, The results of his terrorist 'acts' in bringing down entire buildings allow Nolan to shoot the wreckage of said act with firefighters in the foreground and smoking rubble in the back, clearly calling on immediate 'post' imagery of the 9/11 New York attacks. Incidentally, and as one source which escapes me suggested, Joker's videos of captives held and forced to talk into video cameras evoke the actions of overseas terrorist cells, and their own methods of getting the message across to The West; while most of his scenes in which he is seen pottering around an area trying to intimidate carry an odd, distorted and erratic hand held aesthetic suggesting danger, distortion and chaos. Later on, semiology linked to fire fighting will be used again in the briefest of fashions, when a certain character, who's under threat from The Joker, is being transported in a police van: a burning fire truck is used as a blockade, and Nolan cleverly instills a further sense of victimised anguish into the audience.In addition to biting all of this off, Nolan does his best to render the film a gangster film-come-neo noir whilst operating under this banner of a low MPAA/BBFC rating as the film additionally attempts to draw on parallels between The Joker, Batman and a third piece to the triangle in district attorney Harvey Dent (Eckhart). Indeed the film opens with an audacious robbery of mob money, as perpetrated by The Joker; his menace established by the fact his cohorts contribute varying perspectives of the man whilst we perceive him to still be off screen. The robbery itself carries a clever twist in that each member kills the other when his job is done, a small but highly affecting twinge to proceedings as dreamt up by The Joker thus cementing his personality and mindset in being able to cook up something such as this. As a fighter of crime, Dent lacks the physical strength Batman does but talks a good talk and is able to place a number of criminals in jail after some hard work as he adopts his own stance on the front line of crime. Shortly afterwards, it is Gary Oldman's police lieutenant Jim Gordon whom refers to him as Gotham's ""white knight"", suggesting the man shares a similar overview to Batman's ""dark"" but is just different in technique and characteristics.Joker's parallel with Batman sees the film establish such a relationship by way of two accompanying scenes, one seeing The Joker and a handful of representatives from Gotham's gangs occupy a kitchen and talk of certain issues. Annoyingly, the representatives are your more generic bling-wielding African-Americans; well dressed Italian American mobsters and gruff, greasy haired eastern European criminals. Cut to Gordon, Batman and Dent beside the bat signal doing the exact same thing but whose discussions and ideologies obviously differ; a later pairing of sequences seeing The Joker deal with a black criminal, whom he feels ought to be working with him, in a blunt fashion just as Batman does the same to a Chinese businessman named Lau whom he feels similarly towards in this sense, thus suggesting a more intrinsic link between the two. As is the rule of thumb in films such as Heat or American Gangster, Joker and Batman share a sequence in which they sit opposite one another at a table; on this occasion, and as other sources have stated, right before contemporary issues on the treatment of terrorists once in custody have arisen.Where the film falls apart is its want to cater to an audience with superhero sub-genre frills, an interesting parallel drawn up between Dent as a frothing at the mouth monster named Two-Face seeking revenge and Batman, as two people differently channelling anger born out of injustices towards people they love plays out, but getting bogged down with out of sorts fight scenes and ridiculous sequences in 'sonar vision' which does nothing but juvenalise adult content. Most of the second unit stuff is nowhere near as interesting as the talk and studious observations on identity and personality; a chase through a tunnel which spills onto the streets involving a police van; a large truck and a bat-bike rather underwhelming. The film relies on rife corruption all too often to further its narrative so as to send it down another avenue of twists and turns, ultimately a story which is not as interesting as all the aforementioned character studies and power play going on as binary opposites supposedly attract and everybody's linked to each other. Ultimately only fleetingly interesting, and all too often feels bogged down.","Helpful","•","195","280","johnnyboyz","https://www.imdb.com/user/ur0855231/?ref_=tturv_usr_31_t","Jul 25, 2008","https://www.imdb.com/title/tt0468569/review/rw1917778/?ref_=tturv_perm_31",""
"10","/10","https://www.imdb.com/title/tt0468569/review/rw5170387/?ref_=tturv_32","MASTERPIECE","It is just what you want for the best movie. Great story great acting, thrilling twist.
Just watched Joker in 2019, I just has to come back and give dark knight a 10. And thanks to Heath Ledger for the exceptional performs.","Helpful","•","400","67","Aegontheconqueror","https://www.imdb.com/user/ur108519953/?ref_=tturv_usr_32_t","Oct 7, 2019","https://www.imdb.com/title/tt0468569/review/rw5170387/?ref_=tturv_perm_32",""
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1998323/?ref_=tturv_33","ridiculous rating","Another example of an over-hyped movie, but now in extreme. To say this piece of junk should be regarded as the best movie of 2008 is ridiculous. Basicaly it is just another movie about a man in a bat-suit who duels for more than 2 hours with another badman with a painted smile, and in the process some quasi profound remarks are exchanged. No humor in sight to make the movie better digestible.Big budget, good actors and some clever make-up artists are no guarantee for a good movie. In this case it resulted in a very boring one.As for the so-called performance of the year by Ledger; he is (was) a very good actor but this one-dimensional role is far from being special, but I guess the Oscar will be his, Nil nisi bonum.Why this movie should be on par with, or far better than true masterpieces like the Godfather 1&2 and Vertigo is beyond belief.","Helpful","•","163","301","romboutroemer","https://www.imdb.com/user/ur13800001/?ref_=tturv_usr_33_t","Dec 30, 2008","https://www.imdb.com/title/tt0468569/review/rw1998323/?ref_=tturv_perm_33",""
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1920567/?ref_=tturv_34","The Dark Nothing","","Helpful","•","163","297","SealedCargo","https://www.imdb.com/user/ur10560205/?ref_=tturv_usr_34_t","Jul 29, 2008","https://www.imdb.com/title/tt0468569/review/rw1920567/?ref_=tturv_perm_34","Spoiler"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw6606026/?ref_=tturv_35","This town deserves a better class of criminal!","This movie is a work of art. The finest sequel ever made. I don't think we will see another movie like this for a long time. Heath Ledger's Joker is the best movie charachter I have ever seen by far. Avengers Endgame is great, but The Dark Knight is much better. The best Batman ever! The best Joker ever! The best DC movie ever! The best superhero movie ever! Ando for me, the best movie ever!","Helpful","•","358","55","dseferaj","https://www.imdb.com/user/ur129557514/?ref_=tturv_usr_35_t","Feb 17, 2021","https://www.imdb.com/title/tt0468569/review/rw6606026/?ref_=tturv_perm_35",""
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1919257/?ref_=tturv_36","warning contains spoilers, OVERHYPE, NON-EVENT","","Helpful","•","144","263","zug83","https://www.imdb.com/user/ur2467428/?ref_=tturv_usr_36_t","Jul 26, 2008","https://www.imdb.com/title/tt0468569/review/rw1919257/?ref_=tturv_perm_36","Spoiler"
"10","/10","https://www.imdb.com/title/tt0468569/review/rw2547740/?ref_=tturv_37","Fantastic!","Im just gonna start off by saying I LOVE this movie.Its one of my favorites of all time. I honestly cant think of too much wrong with this movie other than its a little long and Batmans by now infamous voice. But everything else is top notch. The acting,story,atmosphere,and actions scenes are all amazing. If you haven't seen this movie see it right now! I went into this not expecting to much but I came out blown away, I cant imagine any movie being much better. I'll just have to wait for The Dark Knight Rises to release to see if anything can be better. Until then, this stands as the best movie I've ever seen","Helpful","•","302","95","krazycrukids","https://www.imdb.com/user/ur30457408/?ref_=tturv_usr_37_t","Jan 11, 2012","https://www.imdb.com/title/tt0468569/review/rw2547740/?ref_=tturv_perm_37",""
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1920050/?ref_=tturv_38","This movie was a joke...","","Helpful","•","136","248","bigben5","https://www.imdb.com/user/ur1608420/?ref_=tturv_usr_38_t","Jul 28, 2008","https://www.imdb.com/title/tt0468569/review/rw1920050/?ref_=tturv_perm_38","Spoiler"
"1","/10","https://www.imdb.com/title/tt0468569/review/rw1976049/?ref_=tturv_39","Seriously? SPOILER","","Helpful","•","135","248","voss76","https://www.imdb.com/user/ur9070142/?ref_=tturv_usr_39_t","Nov 15, 2008","https://www.imdb.com/title/tt0468569/review/rw1976049/?ref_=tturv_perm_39","Spoiler"
